"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"t","no","yes","alveolar","a","t","a","tata","OldTestStimuli","Test","Recordings/tata.wav"
"v","yes","no","bilabial","i","v","i","vivi","OldTestStimuli","Test","Recordings/vivi.wav"
"v","yes","no","bilabial","u","z","a","vuza","OldTestStimuli","Test","Recordings/vuza.wav"
"z","yes","no","alveolar","a","v","i","zavi","OldTestStimuli","Test","Recordings/zavi.wav"
"v","yes","no","bilabial","i","v","a","viva","OldTestStimuli","Test","Recordings/viva.wav"
"s","no","no","alveolar","a","s","a","sasa","OldTestStimuli","Test","Recordings/sasa.wav"
"z","yes","no","alveolar","i","v","i","zivi","OldTestStimuli","Test","Recordings/zivi.wav"
"z","yes","no","alveolar","u","v","a","zuva","OldTestStimuli","Test","Recordings/zuva.wav"
"v","yes","no","bilabial","u","v","a","vuva","OldTestStimuli","Test","Recordings/vuva.wav"
"z","yes","no","alveolar","a","z","i","zazi","OldTestStimuli","Test","Recordings/zazi.wav"
"v","yes","no","bilabial","a","z","u","vazu","OldTestStimuli","Test","Recordings/vazu.wav"
"v","yes","no","bilabial","i","z","a","viza","OldTestStimuli","Test","Recordings/viza.wav"
"b","yes","yes","bilabial","i","d","u","bidu","NewTestStimuli","Test","Recordings/bidu.wav"
"d","yes","yes","alveolar","a","b","u","dabu","NewTestStimuli","Test","Recordings/dabu.wav"
"d","yes","yes","alveolar","u","b","a","duba","NewTestStimuli","Test","Recordings/duba.wav"
"d","yes","yes","alveolar","a","b","a","daba","NewTestStimuli","Test","Recordings/daba.wav"
"b","yes","yes","bilabial","i","d","a","bida","NewTestStimuli","Test","Recordings/bida.wav"
"d","yes","yes","alveolar","u","b","u","dubu","NewTestStimuli","Test","Recordings/dubu.wav"
"b","yes","yes","bilabial","i","d","i","bidi","NewTestStimuli","Test","Recordings/bidi.wav"
"b","yes","yes","bilabial","a","d","u","badu","NewTestStimuli","Test","Recordings/badu.wav"
"d","yes","yes","alveolar","i","b","i","dibi","NewTestStimuli","Test","Recordings/dibi.wav"
"b","yes","yes","bilabial","u","d","i","budi","NewTestStimuli","Test","Recordings/budi.wav"
"b","yes","yes","bilabial","u","d","a","buda","NewTestStimuli","Test","Recordings/buda.wav"
"d","yes","yes","alveolar","i","b","u","dibu","NewTestStimuli","Test","Recordings/dibu.wav"
"d","yes","yes","alveolar","i","p","u","dipu","StopControls","Controls","Recordings/dipu.wav"
"t","no","yes","alveolar","i","d","u","tidu","StopControls","Controls","Recordings/tidu.wav"
"t","no","yes","alveolar","a","b","u","tabu","StopControls","Controls","Recordings/tabu.wav"
"v","yes","no","bilabial","a","f","u","vafu","StopControls","Controls","Recordings/vafu.wav"
"b","yes","yes","bilabial","i","p","u","bipu","StopControls","Controls","Recordings/bipu.wav"
"t","no","yes","alveolar","i","b","i","tibi","StopControls","Controls","Recordings/tibi.wav"
"b","yes","yes","bilabial","i","t","u","bitu","StopControls","Controls","Recordings/bitu.wav"
"p","no","yes","bilabial","u","d","i","pudi","StopControls","Controls","Recordings/pudi.wav"
"z","yes","no","alveolar","i","f","i","zifi","StopControls","Controls","Recordings/zifi.wav"
"z","yes","no","alveolar","u","f","u","zufu","StopControls","Controls","Recordings/zufu.wav"
"z","yes","no","alveolar","i","s","a","zisa","StopControls","Controls","Recordings/zisa.wav"
"d","yes","yes","alveolar","i","t","a","dita","StopControls","Controls","Recordings/dita.wav"
"d","yes","yes","alveolar","i","v","u","divu","VoicingControls","Controls","Recordings/divu.wav"
"t","no","yes","alveolar","a","s","u","tasu","VoicingControls","Controls","Recordings/tasu.wav"
"t","no","yes","alveolar","a","f","a","tafa","VoicingControls","Controls","Recordings/tafa.wav"
"v","yes","no","bilabial","a","b","u","vabu","VoicingControls","Controls","Recordings/vabu.wav"
"b","yes","yes","bilabial","i","v","u","bivu","VoicingControls","Controls","Recordings/bivu.wav"
