"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"d","yes","yes","alveolar","a","d","u","dadu","OldTestStimuli","Test","Recordings/dadu.wav"
"p","no","yes","bilabial","a","p","i","papi","OldTestStimuli","Test","Recordings/papi.wav"
"d","yes","yes","alveolar","i","b","a","diba","OldTestStimuli","Test","Recordings/diba.wav"
"d","yes","yes","alveolar","i","b","i","dibi","OldTestStimuli","Test","Recordings/dibi.wav"
"v","yes","no","bilabial","u","z","u","vuzu","OldTestStimuli","Test","Recordings/vuzu.wav"
"p","no","yes","bilabial","a","t","i","pati","OldTestStimuli","Test","Recordings/pati.wav"
"b","yes","yes","bilabial","u","b","u","bubu","OldTestStimuli","Test","Recordings/bubu.wav"
"p","no","yes","bilabial","i","t","a","pita","OldTestStimuli","Test","Recordings/pita.wav"
"v","yes","no","bilabial","i","v","a","viva","OldTestStimuli","Test","Recordings/viva.wav"
"p","no","yes","bilabial","i","t","i","piti","OldTestStimuli","Test","Recordings/piti.wav"
"p","no","yes","bilabial","u","t","u","putu","OldTestStimuli","Test","Recordings/putu.wav"
"p","no","yes","bilabial","u","p","a","pupa","OldTestStimuli","Test","Recordings/pupa.wav"
"s","no","no","alveolar","i","f","u","sifu","NewTestStimuli","Test","Recordings/sifu.wav"
"s","no","no","alveolar","u","f","a","sufa","NewTestStimuli","Test","Recordings/sufa.wav"
"f","no","no","bilabial","a","s","u","fasu","NewTestStimuli","Test","Recordings/fasu.wav"
"s","no","no","alveolar","a","f","i","safi","NewTestStimuli","Test","Recordings/safi.wav"
"f","no","no","bilabial","u","s","i","fusi","NewTestStimuli","Test","Recordings/fusi.wav"
"f","no","no","bilabial","a","s","a","fasa","NewTestStimuli","Test","Recordings/fasa.wav"
"s","no","no","alveolar","u","f","u","sufu","NewTestStimuli","Test","Recordings/sufu.wav"
"f","no","no","bilabial","u","s","a","fusa","NewTestStimuli","Test","Recordings/fusa.wav"
"f","no","no","bilabial","i","s","a","fisa","NewTestStimuli","Test","Recordings/fisa.wav"
"f","no","no","bilabial","a","s","i","fasi","NewTestStimuli","Test","Recordings/fasi.wav"
"s","no","no","alveolar","i","f","i","sifi","NewTestStimuli","Test","Recordings/sifi.wav"
"f","no","no","bilabial","i","s","i","fisi","NewTestStimuli","Test","Recordings/fisi.wav"
"v","yes","no","bilabial","i","s","i","visi","StopControls","Controls","Recordings/visi.wav"
"z","yes","no","alveolar","i","s","a","zisa","StopControls","Controls","Recordings/zisa.wav"
"p","no","yes","bilabial","a","d","u","padu","StopControls","Controls","Recordings/padu.wav"
"v","yes","no","bilabial","i","f","a","vifa","StopControls","Controls","Recordings/vifa.wav"
"p","no","yes","bilabial","u","b","u","pubu","StopControls","Controls","Recordings/pubu.wav"
"f","no","no","bilabial","a","v","u","favu","StopControls","Controls","Recordings/favu.wav"
"t","no","yes","alveolar","i","b","u","tibu","StopControls","Controls","Recordings/tibu.wav"
"z","yes","no","alveolar","u","f","i","zufi","StopControls","Controls","Recordings/zufi.wav"
"b","yes","yes","bilabial","i","t","a","bita","StopControls","Controls","Recordings/bita.wav"
"p","no","yes","bilabial","a","b","i","pabi","StopControls","Controls","Recordings/pabi.wav"
"b","yes","yes","bilabial","a","t","a","bata","StopControls","Controls","Recordings/bata.wav"
"d","yes","yes","alveolar","a","p","a","dapa","StopControls","Controls","Recordings/dapa.wav"
"v","yes","no","bilabial","i","d","i","vidi","VoicingControls","Controls","Recordings/vidi.wav"
"z","yes","no","alveolar","i","d","a","zida","VoicingControls","Controls","Recordings/zida.wav"
"p","no","yes","bilabial","a","s","u","pasu","VoicingControls","Controls","Recordings/pasu.wav"
"v","yes","no","bilabial","i","b","a","viba","VoicingControls","Controls","Recordings/viba.wav"
"p","no","yes","bilabial","u","f","u","pufu","VoicingControls","Controls","Recordings/pufu.wav"
"f","no","no","bilabial","a","t","i","fati","VoicingControls","Controls","Recordings/fati.wav"
"t","no","yes","alveolar","i","f","a","tifa","VoicingControls","Controls","Recordings/tifa.wav"
"z","yes","no","alveolar","u","b","i","zubi","VoicingControls","Controls","Recordings/zubi.wav"
"b","yes","yes","bilabial","i","z","a","biza","VoicingControls","Controls","Recordings/biza.wav"
"p","no","yes","bilabial","a","f","u","pafu","VoicingControls","Controls","Recordings/pafu.wav"
"b","yes","yes","bilabial","a","z","a","baza","VoicingControls","Controls","Recordings/baza.wav"
"d","yes","yes","alveolar","a","v","a","dava","VoicingControls","Controls","Recordings/dava.wav"
"v","yes","no","bilabial","a","t","u","vatu","NoPatternControls","Controls","Recordings/vatu.wav"
"z","yes","no","alveolar","i","t","u","zitu","NoPatternControls","Controls","Recordings/zitu.wav"
"p","no","yes","bilabial","u","z","a","puza","NoPatternControls","Controls","Recordings/puza.wav"
"v","yes","no","bilabial","a","t","i","vati","NoPatternControls","Controls","Recordings/vati.wav"
"p","no","yes","bilabial","a","v","u","pavu","NoPatternControls","Controls","Recordings/pavu.wav"
"f","no","no","bilabial","i","b","a","fiba","NoPatternControls","Controls","Recordings/fiba.wav"
"t","no","yes","alveolar","u","v","i","tuvi","NoPatternControls","Controls","Recordings/tuvi.wav"
"z","yes","no","alveolar","u","p","a","zupa","NoPatternControls","Controls","Recordings/zupa.wav"
"b","yes","yes","bilabial","a","s","u","basu","NoPatternControls","Controls","Recordings/basu.wav"
"p","no","yes","bilabial","u","v","a","puva","NoPatternControls","Controls","Recordings/puva.wav"
"b","yes","yes","bilabial","i","f","u","bifu","NoPatternControls","Controls","Recordings/bifu.wav"
"d","yes","yes","alveolar","a","s","a","dasa","NoPatternControls","Controls","Recordings/dasa.wav"
