"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"b","yes","yes","bilabial","i","d","u","bidu","OldTestStimuli","Test","recordings/bidu.wav"
"d","yes","yes","alveolar","i","d","a","dida","OldTestStimuli","Test","recordings/dida.wav"
"f","no","no","bilabial","i","f","i","fifi","OldTestStimuli","Test","recordings/fifi.wav"
"b","yes","yes","bilabial","a","b","i","babi","OldTestStimuli","Test","recordings/babi.wav"
"f","no","no","bilabial","i","f","u","fifu","OldTestStimuli","Test","recordings/fifu.wav"
"z","yes","no","alveolar","u","v","i","zuvi","OldTestStimuli","Test","recordings/zuvi.wav"
"d","yes","yes","alveolar","a","b","i","dabi","OldTestStimuli","Test","recordings/dabi.wav"
"p","no","yes","bilabial","u","t","u","putu","OldTestStimuli","Test","recordings/putu.wav"
"d","yes","yes","alveolar","a","d","u","dadu","OldTestStimuli","Test","recordings/dadu.wav"
"b","yes","yes","bilabial","u","b","i","bubi","OldTestStimuli","Test","recordings/bubi.wav"
"t","no","yes","alveolar","u","p","i","tupi","OldTestStimuli","Test","recordings/tupi.wav"
"s","no","no","alveolar","a","s","i","sasi","OldTestStimuli","Test","recordings/sasi.wav"
"p","no","yes","bilabial","i","p","i","pipi","NewTestStimuli","Test","recordings/pipi.wav"
"f","no","no","bilabial","i","s","u","fisu","NewTestStimuli","Test","recordings/fisu.wav"
"z","yes","no","alveolar","a","v","u","zavu","NewTestStimuli","Test","recordings/zavu.wav"
"z","yes","no","alveolar","i","z","a","ziza","NewTestStimuli","Test","recordings/ziza.wav"
"d","yes","yes","alveolar","a","b","u","dabu","NewTestStimuli","Test","recordings/dabu.wav"
"z","yes","no","alveolar","u","z","a","zuza","NewTestStimuli","Test","recordings/zuza.wav"
"s","no","no","alveolar","i","s","u","sisu","NewTestStimuli","Test","recordings/sisu.wav"
"s","no","no","alveolar","i","s","a","sisa","NewTestStimuli","Test","recordings/sisa.wav"
"v","yes","no","bilabial","a","v","a","vava","NewTestStimuli","Test","recordings/vava.wav"
"t","no","yes","alveolar","a","t","i","tati","NewTestStimuli","Test","recordings/tati.wav"
"f","no","no","bilabial","u","s","i","fusi","NewTestStimuli","Test","recordings/fusi.wav"
"t","no","yes","alveolar","a","p","a","tapa","NewTestStimuli","Test","recordings/tapa.wav"
"p","no","yes","bilabial","u","b","u","pubu","StopControls","Controls","recordings/pubu.wav"
"f","no","no","bilabial","u","z","i","fuzi","StopControls","Controls","recordings/fuzi.wav"
"z","yes","no","alveolar","a","f","u","zafu","StopControls","Controls","recordings/zafu.wav"
"z","yes","no","alveolar","i","s","a","zisa","StopControls","Controls","recordings/zisa.wav"
"d","yes","yes","alveolar","u","p","u","dupu","StopControls","Controls","recordings/dupu.wav"
"z","yes","no","alveolar","u","s","a","zusa","StopControls","Controls","recordings/zusa.wav"
"s","no","no","alveolar","i","z","a","siza","StopControls","Controls","recordings/siza.wav"
"s","no","no","alveolar","i","v","i","sivi","StopControls","Controls","recordings/sivi.wav"
"v","yes","no","bilabial","a","f","a","vafa","StopControls","Controls","recordings/vafa.wav"
