"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"d","yes","yes","alveolar","a","d","u","dadu","OldTestStimuli","Test","recordings/dadu.wav"
"b","yes","yes","bilabial","i","d","a","bida","OldTestStimuli","Test","recordings/bida.wav"
"b","yes","yes","bilabial","a","b","i","babi","OldTestStimuli","Test","recordings/babi.wav"
"p","no","yes","bilabial","i","p","i","pipi","OldTestStimuli","Test","recordings/pipi.wav"
"z","yes","no","alveolar","i","z","i","zizi","OldTestStimuli","Test","recordings/zizi.wav"
"v","yes","no","bilabial","i","z","i","vizi","OldTestStimuli","Test","recordings/vizi.wav"
"d","yes","yes","alveolar","a","b","u","dabu","OldTestStimuli","Test","recordings/dabu.wav"
"f","no","no","bilabial","i","s","i","fisi","OldTestStimuli","Test","recordings/fisi.wav"
"v","yes","no","bilabial","a","z","u","vazu","OldTestStimuli","Test","recordings/vazu.wav"
"s","no","no","alveolar","a","s","u","sasu","OldTestStimuli","Test","recordings/sasu.wav"
"v","yes","no","bilabial","a","v","u","vavu","OldTestStimuli","Test","recordings/vavu.wav"
"z","yes","no","alveolar","a","v","a","zava","OldTestStimuli","Test","recordings/zava.wav"
"f","no","no","bilabial","i","s","a","fisa","NewTestStimuli","Test","recordings/fisa.wav"
"d","yes","yes","alveolar","u","d","i","dudi","NewTestStimuli","Test","recordings/dudi.wav"
"t","no","yes","alveolar","u","p","u","tupu","NewTestStimuli","Test","recordings/tupu.wav"
"f","no","no","bilabial","a","f","u","fafu","NewTestStimuli","Test","recordings/fafu.wav"
"s","no","no","alveolar","u","s","a","susa","NewTestStimuli","Test","recordings/susa.wav"
"s","no","no","alveolar","a","s","a","sasa","NewTestStimuli","Test","recordings/sasa.wav"
"f","no","no","bilabial","i","f","i","fifi","NewTestStimuli","Test","recordings/fifi.wav"
"z","yes","no","alveolar","u","v","a","zuva","NewTestStimuli","Test","recordings/zuva.wav"
"b","yes","yes","bilabial","a","d","u","badu","NewTestStimuli","Test","recordings/badu.wav"
"v","yes","no","bilabial","i","v","a","viva","NewTestStimuli","Test","recordings/viva.wav"
"f","no","no","bilabial","u","s","i","fusi","NewTestStimuli","Test","recordings/fusi.wav"
"v","yes","no","bilabial","a","z","a","vaza","NewTestStimuli","Test","recordings/vaza.wav"
"f","no","no","bilabial","u","v","u","fuvu","StopControls","Controls","recordings/fuvu.wav"
"d","yes","yes","alveolar","i","p","a","dipa","StopControls","Controls","recordings/dipa.wav"
"t","no","yes","alveolar","u","b","i","tubi","StopControls","Controls","recordings/tubi.wav"
"f","no","no","bilabial","a","v","u","favu","StopControls","Controls","recordings/favu.wav"
"s","no","no","alveolar","u","v","a","suva","StopControls","Controls","recordings/suva.wav"
"s","no","no","alveolar","a","v","i","savi","StopControls","Controls","recordings/savi.wav"
"f","no","no","bilabial","u","v","a","fuva","StopControls","Controls","recordings/fuva.wav"
"z","yes","no","alveolar","u","f","a","zufa","StopControls","Controls","recordings/zufa.wav"
"b","yes","yes","bilabial","u","p","i","bupi","StopControls","Controls","recordings/bupi.wav"
"v","yes","no","bilabial","i","f","i","vifi","StopControls","Controls","recordings/vifi.wav"
"f","no","no","bilabial","i","v","u","fivu","StopControls","Controls","recordings/fivu.wav"
"v","yes","no","bilabial","u","f","a","vufa","StopControls","Controls","recordings/vufa.wav"
"f","no","no","bilabial","u","t","a","futa","VoicingControls","Controls","recordings/futa.wav"
"d","yes","yes","alveolar","i","v","a","diva","VoicingControls","Controls","recordings/diva.wav"
"t","no","yes","alveolar","i","s","i","tisi","VoicingControls","Controls","recordings/tisi.wav"
"f","no","no","bilabial","a","t","i","fati","VoicingControls","Controls","recordings/fati.wav"
"s","no","no","alveolar","u","p","i","supi","VoicingControls","Controls","recordings/supi.wav"
"s","no","no","alveolar","a","p","u","sapu","VoicingControls","Controls","recordings/sapu.wav"
"f","no","no","bilabial","u","p","u","fupu","VoicingControls","Controls","recordings/fupu.wav"
"z","yes","no","alveolar","u","b","a","zuba","VoicingControls","Controls","recordings/zuba.wav"
"b","yes","yes","bilabial","u","v","i","buvi","VoicingControls","Controls","recordings/buvi.wav"
"v","yes","no","bilabial","i","b","i","vibi","VoicingControls","Controls","recordings/vibi.wav"
"f","no","no","bilabial","i","t","i","fiti","VoicingControls","Controls","recordings/fiti.wav"
"v","yes","no","bilabial","u","b","a","vuba","VoicingControls","Controls","recordings/vuba.wav"
"f","no","no","bilabial","a","d","i","fadi","NoPatternControls","Controls","recordings/fadi.wav"
"d","yes","yes","alveolar","i","s","u","disu","NoPatternControls","Controls","recordings/disu.wav"
"t","no","yes","alveolar","i","z","u","tizu","NoPatternControls","Controls","recordings/tizu.wav"
