"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"z","yes","no","alveolar","i","z","u","zizu","OldTestStimuli","Test","recordings/zizu.wav"
"b","yes","yes","bilabial","i","d","a","bida","OldTestStimuli","Test","recordings/bida.wav"
"p","no","yes","bilabial","u","t","i","puti","OldTestStimuli","Test","recordings/puti.wav"
"v","yes","no","bilabial","i","z","a","viza","OldTestStimuli","Test","recordings/viza.wav"
"t","no","yes","alveolar","i","t","u","titu","OldTestStimuli","Test","recordings/titu.wav"
"d","yes","yes","alveolar","i","b","i","dibi","OldTestStimuli","Test","recordings/dibi.wav"
"s","no","no","alveolar","i","f","a","sifa","OldTestStimuli","Test","recordings/sifa.wav"
"f","no","no","bilabial","u","f","a","fufa","OldTestStimuli","Test","recordings/fufa.wav"
"v","yes","no","bilabial","i","v","u","vivu","OldTestStimuli","Test","recordings/vivu.wav"
"z","yes","no","alveolar","i","v","a","ziva","OldTestStimuli","Test","recordings/ziva.wav"
"p","no","yes","bilabial","a","p","i","papi","OldTestStimuli","Test","recordings/papi.wav"
"f","no","no","bilabial","i","s","a","fisa","OldTestStimuli","Test","recordings/fisa.wav"
"v","yes","no","bilabial","i","v","a","viva","NewTestStimuli","Test","recordings/viva.wav"
"p","no","yes","bilabial","u","t","u","putu","NewTestStimuli","Test","recordings/putu.wav"
"z","yes","no","alveolar","u","z","a","zuza","NewTestStimuli","Test","recordings/zuza.wav"
"d","yes","yes","alveolar","i","d","i","didi","NewTestStimuli","Test","recordings/didi.wav"
"t","no","yes","alveolar","i","p","i","tipi","NewTestStimuli","Test","recordings/tipi.wav"
"s","no","no","alveolar","a","s","a","sasa","NewTestStimuli","Test","recordings/sasa.wav"
"v","yes","no","bilabial","a","z","a","vaza","NewTestStimuli","Test","recordings/vaza.wav"
"z","yes","no","alveolar","a","v","u","zavu","NewTestStimuli","Test","recordings/zavu.wav"
"f","no","no","bilabial","a","f","a","fafa","NewTestStimuli","Test","recordings/fafa.wav"
"d","yes","yes","alveolar","a","d","i","dadi","NewTestStimuli","Test","recordings/dadi.wav"
"f","no","no","bilabial","u","s","u","fusu","NewTestStimuli","Test","recordings/fusu.wav"
"p","no","yes","bilabial","i","t","u","pitu","NewTestStimuli","Test","recordings/pitu.wav"
"v","yes","no","bilabial","i","f","i","vifi","StopControls","Controls","recordings/vifi.wav"
"p","no","yes","bilabial","a","d","u","padu","StopControls","Controls","recordings/padu.wav"
"z","yes","no","alveolar","u","s","a","zusa","StopControls","Controls","recordings/zusa.wav"
"d","yes","yes","alveolar","a","p","u","dapu","StopControls","Controls","recordings/dapu.wav"
"t","no","yes","alveolar","i","b","a","tiba","StopControls","Controls","recordings/tiba.wav"
"s","no","no","alveolar","a","v","i","savi","StopControls","Controls","recordings/savi.wav"
"v","yes","no","bilabial","u","f","a","vufa","StopControls","Controls","recordings/vufa.wav"
"z","yes","no","alveolar","a","f","u","zafu","StopControls","Controls","recordings/zafu.wav"
"f","no","no","bilabial","a","v","a","fava","StopControls","Controls","recordings/fava.wav"
"d","yes","yes","alveolar","u","p","i","dupi","StopControls","Controls","recordings/dupi.wav"
"f","no","no","bilabial","i","z","a","fiza","StopControls","Controls","recordings/fiza.wav"
"p","no","yes","bilabial","a","d","a","pada","StopControls","Controls","recordings/pada.wav"
"v","yes","no","bilabial","i","b","i","vibi","VoicingControls","Controls","recordings/vibi.wav"
"p","no","yes","bilabial","a","s","u","pasu","VoicingControls","Controls","recordings/pasu.wav"
"z","yes","no","alveolar","u","d","a","zuda","VoicingControls","Controls","recordings/zuda.wav"
"d","yes","yes","alveolar","a","v","u","davu","VoicingControls","Controls","recordings/davu.wav"
"t","no","yes","alveolar","a","f","i","tafi","VoicingControls","Controls","recordings/tafi.wav"
"s","no","no","alveolar","a","p","u","sapu","VoicingControls","Controls","recordings/sapu.wav"
"v","yes","no","bilabial","u","b","a","vuba","VoicingControls","Controls","recordings/vuba.wav"
"z","yes","no","alveolar","a","b","u","zabu","VoicingControls","Controls","recordings/zabu.wav"
"f","no","no","bilabial","a","p","u","fapu","VoicingControls","Controls","recordings/fapu.wav"
"d","yes","yes","alveolar","u","v","i","duvi","VoicingControls","Controls","recordings/duvi.wav"
"f","no","no","bilabial","i","t","u","fitu","VoicingControls","Controls","recordings/fitu.wav"
"p","no","yes","bilabial","a","f","a","pafa","VoicingControls","Controls","recordings/pafa.wav"
"v","yes","no","bilabial","u","p","i","vupi","NoPatternControls","Controls","recordings/vupi.wav"
