"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"p","no","yes","bilabial","a","p","u","papu","OldTestStimuli","Test","recordings/papu.wav"
"t","no","yes","alveolar","a","t","a","tata","OldTestStimuli","Test","recordings/tata.wav"
"d","yes","yes","alveolar","a","d","i","dadi","OldTestStimuli","Test","recordings/dadi.wav"
"v","yes","no","bilabial","u","v","a","vuva","OldTestStimuli","Test","recordings/vuva.wav"
"d","yes","yes","alveolar","u","d","i","dudi","OldTestStimuli","Test","recordings/dudi.wav"
"t","no","yes","alveolar","i","p","u","tipu","OldTestStimuli","Test","recordings/tipu.wav"
"f","no","no","bilabial","i","s","u","fisu","OldTestStimuli","Test","recordings/fisu.wav"
"v","yes","no","bilabial","i","v","a","viva","OldTestStimuli","Test","recordings/viva.wav"
"f","no","no","bilabial","u","s","a","fusa","OldTestStimuli","Test","recordings/fusa.wav"
"z","yes","no","alveolar","u","v","i","zuvi","OldTestStimuli","Test","recordings/zuvi.wav"
"p","no","yes","bilabial","u","p","u","pupu","OldTestStimuli","Test","recordings/pupu.wav"
"s","no","no","alveolar","i","f","i","sifi","OldTestStimuli","Test","recordings/sifi.wav"
"s","no","no","alveolar","i","f","a","sifa","NewTestStimuli","Test","recordings/sifa.wav"
"t","no","yes","alveolar","u","p","a","tupa","NewTestStimuli","Test","recordings/tupa.wav"
"v","yes","no","bilabial","a","z","u","vazu","NewTestStimuli","Test","recordings/vazu.wav"
"f","no","no","bilabial","i","s","a","fisa","NewTestStimuli","Test","recordings/fisa.wav"
"f","no","no","bilabial","i","f","i","fifi","NewTestStimuli","Test","recordings/fifi.wav"
"p","no","yes","bilabial","u","p","i","pupi","NewTestStimuli","Test","recordings/pupi.wav"
"v","yes","no","bilabial","u","z","a","vuza","NewTestStimuli","Test","recordings/vuza.wav"
"s","no","no","alveolar","i","s","a","sisa","NewTestStimuli","Test","recordings/sisa.wav"
"v","yes","no","bilabial","i","v","u","vivu","NewTestStimuli","Test","recordings/vivu.wav"
"t","no","yes","alveolar","a","p","u","tapu","NewTestStimuli","Test","recordings/tapu.wav"
"v","yes","no","bilabial","u","z","u","vuzu","NewTestStimuli","Test","recordings/vuzu.wav"
"b","yes","yes","bilabial","a","d","a","bada","NewTestStimuli","Test","recordings/bada.wav"
"s","no","no","alveolar","a","z","i","sazi","StopControls","Controls","recordings/sazi.wav"
"t","no","yes","alveolar","i","d","u","tidu","StopControls","Controls","recordings/tidu.wav"
"v","yes","no","bilabial","i","f","a","vifa","StopControls","Controls","recordings/vifa.wav"
"f","no","no","bilabial","u","v","u","fuvu","StopControls","Controls","recordings/fuvu.wav"
"f","no","no","bilabial","u","v","a","fuva","StopControls","Controls","recordings/fuva.wav"
"p","no","yes","bilabial","a","b","i","pabi","StopControls","Controls","recordings/pabi.wav"
"v","yes","no","bilabial","i","s","u","visu","StopControls","Controls","recordings/visu.wav"
"s","no","no","alveolar","i","v","i","sivi","StopControls","Controls","recordings/sivi.wav"
"v","yes","no","bilabial","u","s","u","vusu","StopControls","Controls","recordings/vusu.wav"
"t","no","yes","alveolar","a","d","a","tada","StopControls","Controls","recordings/tada.wav"
"v","yes","no","bilabial","u","f","i","vufi","StopControls","Controls","recordings/vufi.wav"
"b","yes","yes","bilabial","i","t","u","bitu","StopControls","Controls","recordings/bitu.wav"
"s","no","no","alveolar","a","t","u","satu","VoicingControls","Controls","recordings/satu.wav"
"t","no","yes","alveolar","a","s","u","tasu","VoicingControls","Controls","recordings/tasu.wav"
"v","yes","no","bilabial","i","b","a","viba","VoicingControls","Controls","recordings/viba.wav"
"f","no","no","bilabial","u","t","a","futa","VoicingControls","Controls","recordings/futa.wav"
"f","no","no","bilabial","u","p","u","fupu","VoicingControls","Controls","recordings/fupu.wav"
"p","no","yes","bilabial","a","f","u","pafu","VoicingControls","Controls","recordings/pafu.wav"
"v","yes","no","bilabial","i","d","u","vidu","VoicingControls","Controls","recordings/vidu.wav"
"s","no","no","alveolar","i","p","u","sipu","VoicingControls","Controls","recordings/sipu.wav"
"v","yes","no","bilabial","u","d","u","vudu","VoicingControls","Controls","recordings/vudu.wav"
"t","no","yes","alveolar","i","f","i","tifi","VoicingControls","Controls","recordings/tifi.wav"
"v","yes","no","bilabial","u","b","i","vubi","VoicingControls","Controls","recordings/vubi.wav"
"b","yes","yes","bilabial","i","z","u","bizu","VoicingControls","Controls","recordings/bizu.wav"
"s","no","no","alveolar","a","b","u","sabu","NoPatternControls","Controls","recordings/sabu.wav"
"t","no","yes","alveolar","i","v","i","tivi","NoPatternControls","Controls","recordings/tivi.wav"
"v","yes","no","bilabial","a","t","i","vati","NoPatternControls","Controls","recordings/vati.wav"
"f","no","no","bilabial","a","d","i","fadi","NoPatternControls","Controls","recordings/fadi.wav"
"f","no","no","bilabial","a","b","u","fabu","NoPatternControls","Controls","recordings/fabu.wav"
"p","no","yes","bilabial","u","v","a","puva","NoPatternControls","Controls","recordings/puva.wav"
"v","yes","no","bilabial","u","p","u","vupu","NoPatternControls","Controls","recordings/vupu.wav"
"s","no","no","alveolar","i","b","a","siba","NoPatternControls","Controls","recordings/siba.wav"
"v","yes","no","bilabial","a","p","a","vapa","NoPatternControls","Controls","recordings/vapa.wav"
"t","no","yes","alveolar","u","z","a","tuza","NoPatternControls","Controls","recordings/tuza.wav"
"v","yes","no","bilabial","u","t","u","vutu","NoPatternControls","Controls","recordings/vutu.wav"
"b","yes","yes","bilabial","u","s","a","busa","NoPatternControls","Controls","recordings/busa.wav"
