"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"p","no","yes","bilabial","a","p","i","papi","OldTestStimuli","Test","recordings/papi.wav"
"f","no","no","bilabial","u","s","u","fusu","OldTestStimuli","Test","recordings/fusu.wav"
"v","yes","no","bilabial","i","z","u","vizu","OldTestStimuli","Test","recordings/vizu.wav"
"z","yes","no","alveolar","u","v","i","zuvi","OldTestStimuli","Test","recordings/zuvi.wav"
"p","no","yes","bilabial","i","t","u","pitu","OldTestStimuli","Test","recordings/pitu.wav"
"b","yes","yes","bilabial","a","d","u","badu","OldTestStimuli","Test","recordings/badu.wav"
"t","no","yes","alveolar","u","p","u","tupu","OldTestStimuli","Test","recordings/tupu.wav"
"z","yes","no","alveolar","a","v","i","zavi","OldTestStimuli","Test","recordings/zavi.wav"
"s","no","no","alveolar","a","f","u","safu","OldTestStimuli","Test","recordings/safu.wav"
"v","yes","no","bilabial","a","v","i","vavi","OldTestStimuli","Test","recordings/vavi.wav"
"p","no","yes","bilabial","i","p","u","pipu","OldTestStimuli","Test","recordings/pipu.wav"
"z","yes","no","alveolar","a","v","a","zava","OldTestStimuli","Test","recordings/zava.wav"
"d","yes","yes","alveolar","i","d","i","didi","NewTestStimuli","Test","recordings/didi.wav"
"b","yes","yes","bilabial","u","b","i","bubi","NewTestStimuli","Test","recordings/bubi.wav"
"v","yes","no","bilabial","i","z","i","vizi","NewTestStimuli","Test","recordings/vizi.wav"
"v","yes","no","bilabial","i","v","a","viva","NewTestStimuli","Test","recordings/viva.wav"
"v","yes","no","bilabial","a","z","u","vazu","NewTestStimuli","Test","recordings/vazu.wav"
"f","no","no","bilabial","i","f","a","fifa","NewTestStimuli","Test","recordings/fifa.wav"
"t","no","yes","alveolar","a","t","a","tata","NewTestStimuli","Test","recordings/tata.wav"
"p","no","yes","bilabial","a","t","a","pata","NewTestStimuli","Test","recordings/pata.wav"
"f","no","no","bilabial","a","s","u","fasu","NewTestStimuli","Test","recordings/fasu.wav"
"p","no","yes","bilabial","a","p","a","papa","NewTestStimuli","Test","recordings/papa.wav"
"z","yes","no","alveolar","u","z","a","zuza","NewTestStimuli","Test","recordings/zuza.wav"
