"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"t","no","yes","alveolar","u","p","u","tupu","OldTestStimuli","Test","recordings/tupu.wav"
"p","no","yes","bilabial","a","t","u","patu","OldTestStimuli","Test","recordings/patu.wav"
"p","no","yes","bilabial","a","p","a","papa","OldTestStimuli","Test","recordings/papa.wav"
"v","yes","no","bilabial","i","v","u","vivu","OldTestStimuli","Test","recordings/vivu.wav"
"b","yes","yes","bilabial","u","b","u","bubu","OldTestStimuli","Test","recordings/bubu.wav"
"d","yes","yes","alveolar","u","d","u","dudu","OldTestStimuli","Test","recordings/dudu.wav"
"t","no","yes","alveolar","u","p","i","tupi","OldTestStimuli","Test","recordings/tupi.wav"
"z","yes","no","alveolar","i","z","i","zizi","OldTestStimuli","Test","recordings/zizi.wav"
"d","yes","yes","alveolar","i","b","u","dibu","OldTestStimuli","Test","recordings/dibu.wav"
"s","no","no","alveolar","a","f","a","safa","OldTestStimuli","Test","recordings/safa.wav"
"s","no","no","alveolar","u","s","a","susa","OldTestStimuli","Test","recordings/susa.wav"
"d","yes","yes","alveolar","u","b","a","duba","OldTestStimuli","Test","recordings/duba.wav"
"d","yes","yes","alveolar","a","d","i","dadi","NewTestStimuli","Test","recordings/dadi.wav"
"d","yes","yes","alveolar","a","b","a","daba","NewTestStimuli","Test","recordings/daba.wav"
"t","no","yes","alveolar","u","t","i","tuti","NewTestStimuli","Test","recordings/tuti.wav"
"b","yes","yes","bilabial","a","b","i","babi","NewTestStimuli","Test","recordings/babi.wav"
"f","no","no","bilabial","a","s","u","fasu","NewTestStimuli","Test","recordings/fasu.wav"
"d","yes","yes","alveolar","i","d","a","dida","NewTestStimuli","Test","recordings/dida.wav"
"v","yes","no","bilabial","a","v","i","vavi","NewTestStimuli","Test","recordings/vavi.wav"
"b","yes","yes","bilabial","u","d","a","buda","NewTestStimuli","Test","recordings/buda.wav"
"p","no","yes","bilabial","i","t","a","pita","NewTestStimuli","Test","recordings/pita.wav"
"z","yes","no","alveolar","u","v","a","zuva","NewTestStimuli","Test","recordings/zuva.wav"
"v","yes","no","bilabial","a","v","a","vava","NewTestStimuli","Test","recordings/vava.wav"
"b","yes","yes","bilabial","a","d","u","badu","NewTestStimuli","Test","recordings/badu.wav"
"d","yes","yes","alveolar","u","p","i","dupi","StopControls","Controls","recordings/dupi.wav"
"d","yes","yes","alveolar","i","t","u","ditu","StopControls","Controls","recordings/ditu.wav"
"t","no","yes","alveolar","u","d","a","tuda","StopControls","Controls","recordings/tuda.wav"
"b","yes","yes","bilabial","i","t","a","bita","StopControls","Controls","recordings/bita.wav"
"f","no","no","bilabial","i","z","i","fizi","StopControls","Controls","recordings/fizi.wav"
"d","yes","yes","alveolar","a","p","i","dapi","StopControls","Controls","recordings/dapi.wav"
"v","yes","no","bilabial","a","f","i","vafi","StopControls","Controls","recordings/vafi.wav"
"b","yes","yes","bilabial","u","t","i","buti","StopControls","Controls","recordings/buti.wav"
"p","no","yes","bilabial","u","d","i","pudi","StopControls","Controls","recordings/pudi.wav"
"z","yes","no","alveolar","u","f","a","zufa","StopControls","Controls","recordings/zufa.wav"
