"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"f","no","no","bilabial","i","s","i","fisi","OldTestStimuli","Test","recordings/fisi.wav"
"t","no","yes","alveolar","u","t","a","tuta","OldTestStimuli","Test","recordings/tuta.wav"
"z","yes","no","alveolar","i","v","u","zivu","OldTestStimuli","Test","recordings/zivu.wav"
"b","yes","yes","bilabial","u","d","u","budu","OldTestStimuli","Test","recordings/budu.wav"
"t","no","yes","alveolar","a","t","i","tati","OldTestStimuli","Test","recordings/tati.wav"
"t","no","yes","alveolar","a","p","i","tapi","OldTestStimuli","Test","recordings/tapi.wav"
"t","no","yes","alveolar","u","p","i","tupi","OldTestStimuli","Test","recordings/tupi.wav"
"b","yes","yes","bilabial","i","b","a","biba","OldTestStimuli","Test","recordings/biba.wav"
"v","yes","no","bilabial","u","z","i","vuzi","OldTestStimuli","Test","recordings/vuzi.wav"
"d","yes","yes","alveolar","u","d","i","dudi","OldTestStimuli","Test","recordings/dudi.wav"
"v","yes","no","bilabial","i","v","a","viva","OldTestStimuli","Test","recordings/viva.wav"
"b","yes","yes","bilabial","i","b","u","bibu","OldTestStimuli","Test","recordings/bibu.wav"
"s","no","no","alveolar","i","f","u","sifu","NewTestStimuli","Test","recordings/sifu.wav"
"f","no","no","bilabial","u","f","u","fufu","NewTestStimuli","Test","recordings/fufu.wav"
"f","no","no","bilabial","a","f","a","fafa","NewTestStimuli","Test","recordings/fafa.wav"
"z","yes","no","alveolar","u","z","u","zuzu","NewTestStimuli","Test","recordings/zuzu.wav"
"d","yes","yes","alveolar","i","d","u","didu","NewTestStimuli","Test","recordings/didu.wav"
"p","no","yes","bilabial","u","t","u","putu","NewTestStimuli","Test","recordings/putu.wav"
"s","no","no","alveolar","i","f","i","sifi","NewTestStimuli","Test","recordings/sifi.wav"
"d","yes","yes","alveolar","i","b","u","dibu","NewTestStimuli","Test","recordings/dibu.wav"
"v","yes","no","bilabial","a","z","a","vaza","NewTestStimuli","Test","recordings/vaza.wav"
"d","yes","yes","alveolar","u","d","a","duda","NewTestStimuli","Test","recordings/duda.wav"
"f","no","no","bilabial","u","s","a","fusa","NewTestStimuli","Test","recordings/fusa.wav"
"f","no","no","bilabial","i","f","a","fifa","NewTestStimuli","Test","recordings/fifa.wav"
"s","no","no","alveolar","i","v","a","siva","StopControls","Controls","recordings/siva.wav"
"f","no","no","bilabial","i","v","a","fiva","StopControls","Controls","recordings/fiva.wav"
"f","no","no","bilabial","a","v","a","fava","StopControls","Controls","recordings/fava.wav"
"z","yes","no","alveolar","u","s","u","zusu","StopControls","Controls","recordings/zusu.wav"
"d","yes","yes","alveolar","a","t","a","data","StopControls","Controls","recordings/data.wav"
"p","no","yes","bilabial","a","d","u","padu","StopControls","Controls","recordings/padu.wav"
"s","no","no","alveolar","a","z","u","sazu","StopControls","Controls","recordings/sazu.wav"
"d","yes","yes","alveolar","a","p","a","dapa","StopControls","Controls","recordings/dapa.wav"
"v","yes","no","bilabial","u","f","a","vufa","StopControls","Controls","recordings/vufa.wav"
"d","yes","yes","alveolar","i","p","u","dipu","StopControls","Controls","recordings/dipu.wav"
"f","no","no","bilabial","i","v","i","fivi","StopControls","Controls","recordings/fivi.wav"
"f","no","no","bilabial","i","z","u","fizu","StopControls","Controls","recordings/fizu.wav"
"s","no","no","alveolar","i","p","i","sipi","VoicingControls","Controls","recordings/sipi.wav"
"f","no","no","bilabial","i","p","u","fipu","VoicingControls","Controls","recordings/fipu.wav"
"f","no","no","bilabial","a","p","u","fapu","VoicingControls","Controls","recordings/fapu.wav"
"z","yes","no","alveolar","u","d","u","zudu","VoicingControls","Controls","recordings/zudu.wav"
"d","yes","yes","alveolar","a","z","a","daza","VoicingControls","Controls","recordings/daza.wav"
"p","no","yes","bilabial","a","s","u","pasu","VoicingControls","Controls","recordings/pasu.wav"
"s","no","no","alveolar","i","p","a","sipa","VoicingControls","Controls","recordings/sipa.wav"
"d","yes","yes","alveolar","a","v","a","dava","VoicingControls","Controls","recordings/dava.wav"
"v","yes","no","bilabial","u","b","a","vuba","VoicingControls","Controls","recordings/vuba.wav"
"d","yes","yes","alveolar","i","v","u","divu","VoicingControls","Controls","recordings/divu.wav"
"f","no","no","bilabial","i","t","a","fita","VoicingControls","Controls","recordings/fita.wav"
"f","no","no","bilabial","u","p","i","fupi","VoicingControls","Controls","recordings/fupi.wav"
"s","no","no","alveolar","i","d","a","sida","NoPatternControls","Controls","recordings/sida.wav"
"f","no","no","bilabial","i","d","a","fida","NoPatternControls","Controls","recordings/fida.wav"
"f","no","no","bilabial","u","b","u","fubu","NoPatternControls","Controls","recordings/fubu.wav"
"z","yes","no","alveolar","u","p","u","zupu","NoPatternControls","Controls","recordings/zupu.wav"
"d","yes","yes","alveolar","a","s","u","dasu","NoPatternControls","Controls","recordings/dasu.wav"
"p","no","yes","bilabial","u","z","a","puza","NoPatternControls","Controls","recordings/puza.wav"
"s","no","no","alveolar","u","b","u","subu","NoPatternControls","Controls","recordings/subu.wav"
"d","yes","yes","alveolar","a","s","a","dasa","NoPatternControls","Controls","recordings/dasa.wav"
"v","yes","no","bilabial","u","t","i","vuti","NoPatternControls","Controls","recordings/vuti.wav"
"d","yes","yes","alveolar","i","f","u","difu","NoPatternControls","Controls","recordings/difu.wav"
"f","no","no","bilabial","a","b","a","faba","NoPatternControls","Controls","recordings/faba.wav"
"f","no","no","bilabial","a","d","a","fada","NoPatternControls","Controls","recordings/fada.wav"
