"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"b","yes","yes","bilabial","a","d","u","badu","OldTestStimuli","Test","recordings/badu.wav"
"s","no","no","alveolar","u","s","u","susu","OldTestStimuli","Test","recordings/susu.wav"
"d","yes","yes","alveolar","i","b","i","dibi","OldTestStimuli","Test","recordings/dibi.wav"
"b","yes","yes","bilabial","i","b","i","bibi","OldTestStimuli","Test","recordings/bibi.wav"
"v","yes","no","bilabial","i","z","i","vizi","OldTestStimuli","Test","recordings/vizi.wav"
"z","yes","no","alveolar","a","z","a","zaza","OldTestStimuli","Test","recordings/zaza.wav"
"f","no","no","bilabial","i","f","i","fifi","OldTestStimuli","Test","recordings/fifi.wav"
"d","yes","yes","alveolar","a","d","u","dadu","OldTestStimuli","Test","recordings/dadu.wav"
"f","no","no","bilabial","u","f","u","fufu","OldTestStimuli","Test","recordings/fufu.wav"
"v","yes","no","bilabial","a","z","i","vazi","OldTestStimuli","Test","recordings/vazi.wav"
"s","no","no","alveolar","u","s","a","susa","OldTestStimuli","Test","recordings/susa.wav"
"s","no","no","alveolar","u","f","a","sufa","OldTestStimuli","Test","recordings/sufa.wav"
"z","yes","no","alveolar","i","v","u","zivu","NewTestStimuli","Test","recordings/zivu.wav"
"b","yes","yes","bilabial","u","b","u","bubu","NewTestStimuli","Test","recordings/bubu.wav"
"f","no","no","bilabial","a","s","u","fasu","NewTestStimuli","Test","recordings/fasu.wav"
"d","yes","yes","alveolar","i","d","a","dida","NewTestStimuli","Test","recordings/dida.wav"
"v","yes","no","bilabial","u","v","u","vuvu","NewTestStimuli","Test","recordings/vuvu.wav"
"d","yes","yes","alveolar","a","b","u","dabu","NewTestStimuli","Test","recordings/dabu.wav"
"b","yes","yes","bilabial","i","b","u","bibu","NewTestStimuli","Test","recordings/bibu.wav"
"t","no","yes","alveolar","i","t","i","titi","NewTestStimuli","Test","recordings/titi.wav"
"d","yes","yes","alveolar","a","d","a","dada","NewTestStimuli","Test","recordings/dada.wav"
"s","no","no","alveolar","i","f","u","sifu","NewTestStimuli","Test","recordings/sifu.wav"
"t","no","yes","alveolar","u","t","i","tuti","NewTestStimuli","Test","recordings/tuti.wav"
"s","no","no","alveolar","u","s","i","susi","NewTestStimuli","Test","recordings/susi.wav"
"z","yes","no","alveolar","i","f","u","zifu","StopControls","Controls","recordings/zifu.wav"
"b","yes","yes","bilabial","u","t","a","buta","StopControls","Controls","recordings/buta.wav"
"f","no","no","bilabial","i","z","i","fizi","StopControls","Controls","recordings/fizi.wav"
"d","yes","yes","alveolar","a","p","i","dapi","StopControls","Controls","recordings/dapi.wav"
"v","yes","no","bilabial","a","s","u","vasu","StopControls","Controls","recordings/vasu.wav"
"d","yes","yes","alveolar","u","p","u","dupu","StopControls","Controls","recordings/dupu.wav"
"b","yes","yes","bilabial","a","t","a","bata","StopControls","Controls","recordings/bata.wav"
"t","no","yes","alveolar","a","d","i","tadi","StopControls","Controls","recordings/tadi.wav"
"d","yes","yes","alveolar","u","p","a","dupa","StopControls","Controls","recordings/dupa.wav"
"s","no","no","alveolar","i","v","a","siva","StopControls","Controls","recordings/siva.wav"
"t","no","yes","alveolar","u","d","a","tuda","StopControls","Controls","recordings/tuda.wav"
"s","no","no","alveolar","u","v","i","suvi","StopControls","Controls","recordings/suvi.wav"
"z","yes","no","alveolar","i","b","u","zibu","VoicingControls","Controls","recordings/zibu.wav"
"b","yes","yes","bilabial","u","z","a","buza","VoicingControls","Controls","recordings/buza.wav"
"f","no","no","bilabial","u","p","a","fupa","VoicingControls","Controls","recordings/fupa.wav"
"d","yes","yes","alveolar","a","v","i","davi","VoicingControls","Controls","recordings/davi.wav"
"v","yes","no","bilabial","a","d","u","vadu","VoicingControls","Controls","recordings/vadu.wav"
"d","yes","yes","alveolar","u","v","u","duvu","VoicingControls","Controls","recordings/duvu.wav"
"b","yes","yes","bilabial","a","z","a","baza","VoicingControls","Controls","recordings/baza.wav"
"t","no","yes","alveolar","u","s","u","tusu","VoicingControls","Controls","recordings/tusu.wav"
"d","yes","yes","alveolar","u","v","a","duva","VoicingControls","Controls","recordings/duva.wav"
"s","no","no","alveolar","i","p","i","sipi","VoicingControls","Controls","recordings/sipi.wav"
"t","no","yes","alveolar","u","f","a","tufa","VoicingControls","Controls","recordings/tufa.wav"
"s","no","no","alveolar","u","p","u","supu","VoicingControls","Controls","recordings/supu.wav"
"z","yes","no","alveolar","u","t","a","zuta","NoPatternControls","Controls","recordings/zuta.wav"
"b","yes","yes","bilabial","i","s","a","bisa","NoPatternControls","Controls","recordings/bisa.wav"
"f","no","no","bilabial","u","b","a","fuba","NoPatternControls","Controls","recordings/fuba.wav"
"d","yes","yes","alveolar","u","s","u","dusu","NoPatternControls","Controls","recordings/dusu.wav"
"v","yes","no","bilabial","u","p","a","vupa","NoPatternControls","Controls","recordings/vupa.wav"
"d","yes","yes","alveolar","u","f","u","dufu","NoPatternControls","Controls","recordings/dufu.wav"
"b","yes","yes","bilabial","i","f","u","bifu","NoPatternControls","Controls","recordings/bifu.wav"
"t","no","yes","alveolar","u","z","u","tuzu","NoPatternControls","Controls","recordings/tuzu.wav"
"d","yes","yes","alveolar","i","s","i","disi","NoPatternControls","Controls","recordings/disi.wav"
"s","no","no","alveolar","i","d","a","sida","NoPatternControls","Controls","recordings/sida.wav"
"t","no","yes","alveolar","a","v","a","tava","NoPatternControls","Controls","recordings/tava.wav"
"s","no","no","alveolar","i","b","i","sibi","NoPatternControls","Controls","recordings/sibi.wav"
