"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"f","no","no","bilabial","u","s","u","fusu","OldTestStimuli","Test","recordings/fusu.wav"
"z","yes","no","alveolar","i","v","a","ziva","OldTestStimuli","Test","recordings/ziva.wav"
"d","yes","yes","alveolar","a","b","a","daba","OldTestStimuli","Test","recordings/daba.wav"
"v","yes","no","bilabial","u","v","a","vuva","OldTestStimuli","Test","recordings/vuva.wav"
"d","yes","yes","alveolar","i","b","i","dibi","OldTestStimuli","Test","recordings/dibi.wav"
"p","no","yes","bilabial","i","t","a","pita","OldTestStimuli","Test","recordings/pita.wav"
"v","yes","no","bilabial","a","z","i","vazi","OldTestStimuli","Test","recordings/vazi.wav"
"v","yes","no","bilabial","u","v","u","vuvu","OldTestStimuli","Test","recordings/vuvu.wav"
"d","yes","yes","alveolar","u","d","u","dudu","OldTestStimuli","Test","recordings/dudu.wav"
"f","no","no","bilabial","i","s","a","fisa","OldTestStimuli","Test","recordings/fisa.wav"
"b","yes","yes","bilabial","a","b","a","baba","OldTestStimuli","Test","recordings/baba.wav"
"s","no","no","alveolar","i","f","a","sifa","OldTestStimuli","Test","recordings/sifa.wav"
"z","yes","no","alveolar","u","z","i","zuzi","NewTestStimuli","Test","recordings/zuzi.wav"
"b","yes","yes","bilabial","u","d","a","buda","NewTestStimuli","Test","recordings/buda.wav"
"b","yes","yes","bilabial","a","d","a","bada","NewTestStimuli","Test","recordings/bada.wav"
"s","no","no","alveolar","i","f","u","sifu","NewTestStimuli","Test","recordings/sifu.wav"
"s","no","no","alveolar","a","s","u","sasu","NewTestStimuli","Test","recordings/sasu.wav"
"p","no","yes","bilabial","a","t","i","pati","NewTestStimuli","Test","recordings/pati.wav"
"v","yes","no","bilabial","u","z","u","vuzu","NewTestStimuli","Test","recordings/vuzu.wav"
"d","yes","yes","alveolar","a","d","a","dada","NewTestStimuli","Test","recordings/dada.wav"
"p","no","yes","bilabial","u","p","a","pupa","NewTestStimuli","Test","recordings/pupa.wav"
"d","yes","yes","alveolar","u","b","u","dubu","NewTestStimuli","Test","recordings/dubu.wav"
"t","no","yes","alveolar","u","p","i","tupi","NewTestStimuli","Test","recordings/tupi.wav"
"z","yes","no","alveolar","i","v","u","zivu","NewTestStimuli","Test","recordings/zivu.wav"
"z","yes","no","alveolar","u","s","i","zusi","StopControls","Controls","recordings/zusi.wav"
"b","yes","yes","bilabial","u","t","i","buti","StopControls","Controls","recordings/buti.wav"
"b","yes","yes","bilabial","i","t","u","bitu","StopControls","Controls","recordings/bitu.wav"
"s","no","no","alveolar","i","v","a","siva","StopControls","Controls","recordings/siva.wav"
"s","no","no","alveolar","a","z","a","saza","StopControls","Controls","recordings/saza.wav"
"p","no","yes","bilabial","i","d","u","pidu","StopControls","Controls","recordings/pidu.wav"
"v","yes","no","bilabial","u","f","i","vufi","StopControls","Controls","recordings/vufi.wav"
"d","yes","yes","alveolar","u","p","a","dupa","StopControls","Controls","recordings/dupa.wav"
"p","no","yes","bilabial","i","b","a","piba","StopControls","Controls","recordings/piba.wav"
"d","yes","yes","alveolar","i","t","i","diti","StopControls","Controls","recordings/diti.wav"
"t","no","yes","alveolar","u","b","a","tuba","StopControls","Controls","recordings/tuba.wav"
"z","yes","no","alveolar","i","f","u","zifu","StopControls","Controls","recordings/zifu.wav"
"z","yes","no","alveolar","u","d","i","zudi","VoicingControls","Controls","recordings/zudi.wav"
"b","yes","yes","bilabial","u","z","i","buzi","VoicingControls","Controls","recordings/buzi.wav"
"b","yes","yes","bilabial","i","z","u","bizu","VoicingControls","Controls","recordings/bizu.wav"
"s","no","no","alveolar","i","p","i","sipi","VoicingControls","Controls","recordings/sipi.wav"
"s","no","no","alveolar","a","t","i","sati","VoicingControls","Controls","recordings/sati.wav"
"p","no","yes","bilabial","i","s","u","pisu","VoicingControls","Controls","recordings/pisu.wav"
"v","yes","no","bilabial","u","b","i","vubi","VoicingControls","Controls","recordings/vubi.wav"
"d","yes","yes","alveolar","u","v","a","duva","VoicingControls","Controls","recordings/duva.wav"
"p","no","yes","bilabial","i","f","a","pifa","VoicingControls","Controls","recordings/pifa.wav"
"d","yes","yes","alveolar","i","z","i","dizi","VoicingControls","Controls","recordings/dizi.wav"
"t","no","yes","alveolar","i","s","a","tisa","VoicingControls","Controls","recordings/tisa.wav"
"z","yes","no","alveolar","i","b","u","zibu","VoicingControls","Controls","recordings/zibu.wav"
"z","yes","no","alveolar","a","p","a","zapa","NoPatternControls","Controls","recordings/zapa.wav"
"b","yes","yes","bilabial","a","s","a","basa","NoPatternControls","Controls","recordings/basa.wav"
"b","yes","yes","bilabial","u","s","a","busa","NoPatternControls","Controls","recordings/busa.wav"
"s","no","no","alveolar","i","d","a","sida","NoPatternControls","Controls","recordings/sida.wav"
"s","no","no","alveolar","a","d","a","sada","NoPatternControls","Controls","recordings/sada.wav"
"p","no","yes","bilabial","u","v","u","puvu","NoPatternControls","Controls","recordings/puvu.wav"
"v","yes","no","bilabial","u","t","u","vutu","NoPatternControls","Controls","recordings/vutu.wav"
"d","yes","yes","alveolar","i","s","i","disi","NoPatternControls","Controls","recordings/disi.wav"
"p","no","yes","bilabial","u","z","u","puzu","NoPatternControls","Controls","recordings/puzu.wav"
"d","yes","yes","alveolar","u","s","i","dusi","NoPatternControls","Controls","recordings/dusi.wav"
"t","no","yes","alveolar","a","v","u","tavu","NoPatternControls","Controls","recordings/tavu.wav"
"z","yes","no","alveolar","u","t","a","zuta","NoPatternControls","Controls","recordings/zuta.wav"
