"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"t","no","yes","alveolar","a","p","i","tapi","OldTestStimuli","Test","recordings/tapi.wav"
"f","no","no","bilabial","u","f","a","fufa","OldTestStimuli","Test","recordings/fufa.wav"
"p","no","yes","bilabial","a","t","i","pati","OldTestStimuli","Test","recordings/pati.wav"
"v","yes","no","bilabial","u","z","i","vuzi","OldTestStimuli","Test","recordings/vuzi.wav"
"p","no","yes","bilabial","u","p","i","pupi","OldTestStimuli","Test","recordings/pupi.wav"
"b","yes","yes","bilabial","a","d","i","badi","OldTestStimuli","Test","recordings/badi.wav"
"p","no","yes","bilabial","i","p","u","pipu","OldTestStimuli","Test","recordings/pipu.wav"
"f","no","no","bilabial","a","f","i","fafi","OldTestStimuli","Test","recordings/fafi.wav"
"v","yes","no","bilabial","u","z","u","vuzu","OldTestStimuli","Test","recordings/vuzu.wav"
"t","no","yes","alveolar","a","t","i","tati","OldTestStimuli","Test","recordings/tati.wav"
"d","yes","yes","alveolar","a","d","i","dadi","OldTestStimuli","Test","recordings/dadi.wav"
"z","yes","no","alveolar","a","z","a","zaza","OldTestStimuli","Test","recordings/zaza.wav"
"b","yes","yes","bilabial","i","d","i","bidi","NewTestStimuli","Test","recordings/bidi.wav"
"p","no","yes","bilabial","a","p","a","papa","NewTestStimuli","Test","recordings/papa.wav"
"s","no","no","alveolar","i","s","a","sisa","NewTestStimuli","Test","recordings/sisa.wav"
"t","no","yes","alveolar","a","t","a","tata","NewTestStimuli","Test","recordings/tata.wav"
"s","no","no","alveolar","u","f","u","sufu","NewTestStimuli","Test","recordings/sufu.wav"
"z","yes","no","alveolar","i","z","i","zizi","NewTestStimuli","Test","recordings/zizi.wav"
"s","no","no","alveolar","u","s","a","susa","NewTestStimuli","Test","recordings/susa.wav"
"t","no","yes","alveolar","u","p","u","tupu","NewTestStimuli","Test","recordings/tupu.wav"
"s","no","no","alveolar","a","s","a","sasa","NewTestStimuli","Test","recordings/sasa.wav"
"f","no","no","bilabial","i","s","i","fisi","NewTestStimuli","Test","recordings/fisi.wav"
"z","yes","no","alveolar","a","v","a","zava","NewTestStimuli","Test","recordings/zava.wav"
"f","no","no","bilabial","u","s","a","fusa","NewTestStimuli","Test","recordings/fusa.wav"
"b","yes","yes","bilabial","a","t","u","batu","StopControls","Controls","recordings/batu.wav"
"p","no","yes","bilabial","i","b","i","pibi","StopControls","Controls","recordings/pibi.wav"
"s","no","no","alveolar","i","v","i","sivi","StopControls","Controls","recordings/sivi.wav"
"t","no","yes","alveolar","u","d","u","tudu","StopControls","Controls","recordings/tudu.wav"
"s","no","no","alveolar","u","z","a","suza","StopControls","Controls","recordings/suza.wav"
"z","yes","no","alveolar","i","s","i","zisi","StopControls","Controls","recordings/zisi.wav"
"s","no","no","alveolar","u","v","a","suva","StopControls","Controls","recordings/suva.wav"
"t","no","yes","alveolar","u","b","i","tubi","StopControls","Controls","recordings/tubi.wav"
"s","no","no","alveolar","a","v","i","savi","StopControls","Controls","recordings/savi.wav"
"f","no","no","bilabial","u","z","a","fuza","StopControls","Controls","recordings/fuza.wav"
"z","yes","no","alveolar","a","f","a","zafa","StopControls","Controls","recordings/zafa.wav"
"f","no","no","bilabial","i","v","i","fivi","StopControls","Controls","recordings/fivi.wav"
"b","yes","yes","bilabial","a","z","u","bazu","VoicingControls","Controls","recordings/bazu.wav"
"p","no","yes","bilabial","i","f","i","pifi","VoicingControls","Controls","recordings/pifi.wav"
"s","no","no","alveolar","i","p","u","sipu","VoicingControls","Controls","recordings/sipu.wav"
"t","no","yes","alveolar","u","f","u","tufu","VoicingControls","Controls","recordings/tufu.wav"
"s","no","no","alveolar","u","t","i","suti","VoicingControls","Controls","recordings/suti.wav"
"z","yes","no","alveolar","i","d","i","zidi","VoicingControls","Controls","recordings/zidi.wav"
"s","no","no","alveolar","u","p","i","supi","VoicingControls","Controls","recordings/supi.wav"
"t","no","yes","alveolar","i","s","i","tisi","VoicingControls","Controls","recordings/tisi.wav"
"s","no","no","alveolar","a","p","u","sapu","VoicingControls","Controls","recordings/sapu.wav"
"f","no","no","bilabial","u","t","i","futi","VoicingControls","Controls","recordings/futi.wav"
"z","yes","no","alveolar","a","b","a","zaba","VoicingControls","Controls","recordings/zaba.wav"
"f","no","no","bilabial","i","t","a","fita","VoicingControls","Controls","recordings/fita.wav"
"b","yes","yes","bilabial","a","f","i","bafi","NoPatternControls","Controls","recordings/bafi.wav"
"p","no","yes","bilabial","i","z","i","pizi","NoPatternControls","Controls","recordings/pizi.wav"
"s","no","no","alveolar","i","b","a","siba","NoPatternControls","Controls","recordings/siba.wav"
"t","no","yes","alveolar","i","z","a","tiza","NoPatternControls","Controls","recordings/tiza.wav"
"s","no","no","alveolar","i","d","u","sidu","NoPatternControls","Controls","recordings/sidu.wav"
"z","yes","no","alveolar","i","p","a","zipa","NoPatternControls","Controls","recordings/zipa.wav"
"s","no","no","alveolar","u","d","i","sudi","NoPatternControls","Controls","recordings/sudi.wav"
"t","no","yes","alveolar","i","z","u","tizu","NoPatternControls","Controls","recordings/tizu.wav"
"s","no","no","alveolar","i","d","i","sidi","NoPatternControls","Controls","recordings/sidi.wav"
"f","no","no","bilabial","u","d","i","fudi","NoPatternControls","Controls","recordings/fudi.wav"
"z","yes","no","alveolar","u","p","i","zupi","NoPatternControls","Controls","recordings/zupi.wav"
"f","no","no","bilabial","a","b","a","faba","NoPatternControls","Controls","recordings/faba.wav"
