"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"f","no","no","bilabial","u","s","u","fusu","OldTestStimuli","Test","recordings/fusu.wav"
"s","no","no","alveolar","u","f","u","sufu","OldTestStimuli","Test","recordings/sufu.wav"
"f","no","no","bilabial","a","f","u","fafu","OldTestStimuli","Test","recordings/fafu.wav"
"z","yes","no","alveolar","u","v","i","zuvi","OldTestStimuli","Test","recordings/zuvi.wav"
"s","no","no","alveolar","a","f","u","safu","OldTestStimuli","Test","recordings/safu.wav"
"f","no","no","bilabial","u","f","a","fufa","OldTestStimuli","Test","recordings/fufa.wav"
"b","yes","yes","bilabial","a","b","u","babu","OldTestStimuli","Test","recordings/babu.wav"
"d","yes","yes","alveolar","i","b","u","dibu","OldTestStimuli","Test","recordings/dibu.wav"
"f","no","no","bilabial","a","s","u","fasu","OldTestStimuli","Test","recordings/fasu.wav"
"b","yes","yes","bilabial","i","d","a","bida","OldTestStimuli","Test","recordings/bida.wav"
"p","no","yes","bilabial","a","t","a","pata","OldTestStimuli","Test","recordings/pata.wav"
"d","yes","yes","alveolar","u","d","i","dudi","OldTestStimuli","Test","recordings/dudi.wav"
"t","no","yes","alveolar","a","p","i","tapi","NewTestStimuli","Test","recordings/tapi.wav"
"d","yes","yes","alveolar","i","b","i","dibi","NewTestStimuli","Test","recordings/dibi.wav"
"s","no","no","alveolar","i","s","a","sisa","NewTestStimuli","Test","recordings/sisa.wav"
"f","no","no","bilabial","a","f","a","fafa","NewTestStimuli","Test","recordings/fafa.wav"
"p","no","yes","bilabial","u","p","a","pupa","NewTestStimuli","Test","recordings/pupa.wav"
"t","no","yes","alveolar","i","t","i","titi","NewTestStimuli","Test","recordings/titi.wav"
"b","yes","yes","bilabial","a","b","i","babi","NewTestStimuli","Test","recordings/babi.wav"
"b","yes","yes","bilabial","i","b","i","bibi","NewTestStimuli","Test","recordings/bibi.wav"
"p","no","yes","bilabial","u","p","u","pupu","NewTestStimuli","Test","recordings/pupu.wav"
"d","yes","yes","alveolar","u","b","i","dubi","NewTestStimuli","Test","recordings/dubi.wav"
"v","yes","no","bilabial","u","v","i","vuvi","NewTestStimuli","Test","recordings/vuvi.wav"
"b","yes","yes","bilabial","u","d","i","budi","NewTestStimuli","Test","recordings/budi.wav"
"t","no","yes","alveolar","a","b","i","tabi","StopControls","Controls","recordings/tabi.wav"
"d","yes","yes","alveolar","u","t","u","dutu","StopControls","Controls","recordings/dutu.wav"
"s","no","no","alveolar","i","v","i","sivi","StopControls","Controls","recordings/sivi.wav"
"f","no","no","bilabial","a","v","a","fava","StopControls","Controls","recordings/fava.wav"
"p","no","yes","bilabial","i","b","a","piba","StopControls","Controls","recordings/piba.wav"
"t","no","yes","alveolar","a","d","i","tadi","StopControls","Controls","recordings/tadi.wav"
"b","yes","yes","bilabial","i","t","a","bita","StopControls","Controls","recordings/bita.wav"
"b","yes","yes","bilabial","a","p","u","bapu","StopControls","Controls","recordings/bapu.wav"
"p","no","yes","bilabial","a","b","u","pabu","StopControls","Controls","recordings/pabu.wav"
"d","yes","yes","alveolar","a","t","u","datu","StopControls","Controls","recordings/datu.wav"
"v","yes","no","bilabial","a","s","i","vasi","StopControls","Controls","recordings/vasi.wav"
"b","yes","yes","bilabial","u","t","u","butu","StopControls","Controls","recordings/butu.wav"
"t","no","yes","alveolar","u","s","i","tusi","VoicingControls","Controls","recordings/tusi.wav"
"d","yes","yes","alveolar","u","z","u","duzu","VoicingControls","Controls","recordings/duzu.wav"
"s","no","no","alveolar","i","p","u","sipu","VoicingControls","Controls","recordings/sipu.wav"
"f","no","no","bilabial","a","p","u","fapu","VoicingControls","Controls","recordings/fapu.wav"
"p","no","yes","bilabial","i","f","a","pifa","VoicingControls","Controls","recordings/pifa.wav"
"t","no","yes","alveolar","u","s","u","tusu","VoicingControls","Controls","recordings/tusu.wav"
"b","yes","yes","bilabial","i","z","a","biza","VoicingControls","Controls","recordings/biza.wav"
"b","yes","yes","bilabial","a","v","u","bavu","VoicingControls","Controls","recordings/bavu.wav"
"p","no","yes","bilabial","a","s","i","pasi","VoicingControls","Controls","recordings/pasi.wav"
"d","yes","yes","alveolar","a","z","u","dazu","VoicingControls","Controls","recordings/dazu.wav"
"v","yes","no","bilabial","a","d","i","vadi","VoicingControls","Controls","recordings/vadi.wav"
"b","yes","yes","bilabial","u","z","u","buzu","VoicingControls","Controls","recordings/buzu.wav"
"t","no","yes","alveolar","a","z","a","taza","NoPatternControls","Controls","recordings/taza.wav"
"d","yes","yes","alveolar","a","s","i","dasi","NoPatternControls","Controls","recordings/dasi.wav"
"s","no","no","alveolar","i","b","a","siba","NoPatternControls","Controls","recordings/siba.wav"
"f","no","no","bilabial","u","b","u","fubu","NoPatternControls","Controls","recordings/fubu.wav"
"p","no","yes","bilabial","u","z","u","puzu","NoPatternControls","Controls","recordings/puzu.wav"
"t","no","yes","alveolar","u","z","u","tuzu","NoPatternControls","Controls","recordings/tuzu.wav"
"b","yes","yes","bilabial","a","s","u","basu","NoPatternControls","Controls","recordings/basu.wav"
"b","yes","yes","bilabial","u","f","i","bufi","NoPatternControls","Controls","recordings/bufi.wav"
"p","no","yes","bilabial","i","z","a","piza","NoPatternControls","Controls","recordings/piza.wav"
"d","yes","yes","alveolar","i","f","a","difa","NoPatternControls","Controls","recordings/difa.wav"
"v","yes","no","bilabial","a","t","a","vata","NoPatternControls","Controls","recordings/vata.wav"
"b","yes","yes","bilabial","u","f","a","bufa","NoPatternControls","Controls","recordings/bufa.wav"
