"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"b","yes","yes","bilabial","u","b","a","buba","OldTestStimuli","Test","recordings/buba.wav"
"s","no","no","alveolar","a","f","a","safa","OldTestStimuli","Test","recordings/safa.wav"
"v","yes","no","bilabial","a","v","i","vavi","OldTestStimuli","Test","recordings/vavi.wav"
"d","yes","yes","alveolar","u","d","i","dudi","OldTestStimuli","Test","recordings/dudi.wav"
"t","no","yes","alveolar","a","t","u","tatu","OldTestStimuli","Test","recordings/tatu.wav"
"d","yes","yes","alveolar","i","d","u","didu","OldTestStimuli","Test","recordings/didu.wav"
"f","no","no","bilabial","i","f","i","fifi","OldTestStimuli","Test","recordings/fifi.wav"
"p","no","yes","bilabial","i","t","i","piti","OldTestStimuli","Test","recordings/piti.wav"
"b","yes","yes","bilabial","a","b","u","babu","OldTestStimuli","Test","recordings/babu.wav"
"p","no","yes","bilabial","i","t","a","pita","OldTestStimuli","Test","recordings/pita.wav"
"p","no","yes","bilabial","i","p","a","pipa","OldTestStimuli","Test","recordings/pipa.wav"
"d","yes","yes","alveolar","i","b","a","diba","OldTestStimuli","Test","recordings/diba.wav"
"z","yes","no","alveolar","u","v","a","zuva","NewTestStimuli","Test","recordings/zuva.wav"
"s","no","no","alveolar","i","s","a","sisa","NewTestStimuli","Test","recordings/sisa.wav"
"v","yes","no","bilabial","a","z","i","vazi","NewTestStimuli","Test","recordings/vazi.wav"
"s","no","no","alveolar","i","f","i","sifi","NewTestStimuli","Test","recordings/sifi.wav"
"s","no","no","alveolar","u","f","u","sufu","NewTestStimuli","Test","recordings/sufu.wav"
"t","no","yes","alveolar","i","p","a","tipa","NewTestStimuli","Test","recordings/tipa.wav"
"s","no","no","alveolar","a","f","i","safi","NewTestStimuli","Test","recordings/safi.wav"
"v","yes","no","bilabial","i","v","u","vivu","NewTestStimuli","Test","recordings/vivu.wav"
"f","no","no","bilabial","a","s","u","fasu","NewTestStimuli","Test","recordings/fasu.wav"
"f","no","no","bilabial","u","s","a","fusa","NewTestStimuli","Test","recordings/fusa.wav"
"z","yes","no","alveolar","u","v","i","zuvi","NewTestStimuli","Test","recordings/zuvi.wav"
"p","no","yes","bilabial","a","p","i","papi","NewTestStimuli","Test","recordings/papi.wav"
"z","yes","no","alveolar","u","f","a","zufa","StopControls","Controls","recordings/zufa.wav"
"s","no","no","alveolar","i","v","i","sivi","StopControls","Controls","recordings/sivi.wav"
"v","yes","no","bilabial","i","s","a","visa","StopControls","Controls","recordings/visa.wav"
"s","no","no","alveolar","a","z","u","sazu","StopControls","Controls","recordings/sazu.wav"
"s","no","no","alveolar","u","z","a","suza","StopControls","Controls","recordings/suza.wav"
"t","no","yes","alveolar","i","d","a","tida","StopControls","Controls","recordings/tida.wav"
"s","no","no","alveolar","u","z","u","suzu","StopControls","Controls","recordings/suzu.wav"
"v","yes","no","bilabial","u","s","u","vusu","StopControls","Controls","recordings/vusu.wav"
"f","no","no","bilabial","i","z","i","fizi","StopControls","Controls","recordings/fizi.wav"
"f","no","no","bilabial","i","v","i","fivi","StopControls","Controls","recordings/fivi.wav"
"z","yes","no","alveolar","u","f","i","zufi","StopControls","Controls","recordings/zufi.wav"
"p","no","yes","bilabial","i","b","u","pibu","StopControls","Controls","recordings/pibu.wav"
"z","yes","no","alveolar","u","b","a","zuba","VoicingControls","Controls","recordings/zuba.wav"
"s","no","no","alveolar","i","p","u","sipu","VoicingControls","Controls","recordings/sipu.wav"
"v","yes","no","bilabial","i","d","a","vida","VoicingControls","Controls","recordings/vida.wav"
"s","no","no","alveolar","i","p","a","sipa","VoicingControls","Controls","recordings/sipa.wav"
"s","no","no","alveolar","u","t","i","suti","VoicingControls","Controls","recordings/suti.wav"
"t","no","yes","alveolar","i","f","u","tifu","VoicingControls","Controls","recordings/tifu.wav"
"s","no","no","alveolar","a","p","a","sapa","VoicingControls","Controls","recordings/sapa.wav"
"v","yes","no","bilabial","u","d","u","vudu","VoicingControls","Controls","recordings/vudu.wav"
"f","no","no","bilabial","u","p","a","fupa","VoicingControls","Controls","recordings/fupa.wav"
"f","no","no","bilabial","i","t","a","fita","VoicingControls","Controls","recordings/fita.wav"
"z","yes","no","alveolar","u","b","i","zubi","VoicingControls","Controls","recordings/zubi.wav"
"p","no","yes","bilabial","i","f","u","pifu","VoicingControls","Controls","recordings/pifu.wav"
"z","yes","no","alveolar","u","t","u","zutu","NoPatternControls","Controls","recordings/zutu.wav"
"s","no","no","alveolar","i","b","a","siba","NoPatternControls","Controls","recordings/siba.wav"
"v","yes","no","bilabial","i","p","a","vipa","NoPatternControls","Controls","recordings/vipa.wav"
"s","no","no","alveolar","u","b","u","subu","NoPatternControls","Controls","recordings/subu.wav"
"s","no","no","alveolar","i","d","u","sidu","NoPatternControls","Controls","recordings/sidu.wav"
"t","no","yes","alveolar","i","v","a","tiva","NoPatternControls","Controls","recordings/tiva.wav"
"s","no","no","alveolar","a","b","a","saba","NoPatternControls","Controls","recordings/saba.wav"
"v","yes","no","bilabial","a","p","a","vapa","NoPatternControls","Controls","recordings/vapa.wav"
"f","no","no","bilabial","u","b","a","fuba","NoPatternControls","Controls","recordings/fuba.wav"
"f","no","no","bilabial","a","b","a","faba","NoPatternControls","Controls","recordings/faba.wav"
"z","yes","no","alveolar","u","p","a","zupa","NoPatternControls","Controls","recordings/zupa.wav"
"p","no","yes","bilabial","i","v","u","pivu","NoPatternControls","Controls","recordings/pivu.wav"
