"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"p","no","yes","bilabial","a","p","a","papa","OldTestStimuli","Test","recordings/papa.wav"
"t","no","yes","alveolar","u","p","u","tupu","OldTestStimuli","Test","recordings/tupu.wav"
"p","no","yes","bilabial","a","p","i","papi","OldTestStimuli","Test","recordings/papi.wav"
"z","yes","no","alveolar","a","z","i","zazi","OldTestStimuli","Test","recordings/zazi.wav"
"f","no","no","bilabial","i","s","i","fisi","OldTestStimuli","Test","recordings/fisi.wav"
"z","yes","no","alveolar","u","v","i","zuvi","OldTestStimuli","Test","recordings/zuvi.wav"
"t","no","yes","alveolar","a","p","a","tapa","OldTestStimuli","Test","recordings/tapa.wav"
"t","no","yes","alveolar","i","p","a","tipa","OldTestStimuli","Test","recordings/tipa.wav"
"v","yes","no","bilabial","i","z","i","vizi","OldTestStimuli","Test","recordings/vizi.wav"
"b","yes","yes","bilabial","i","d","i","bidi","OldTestStimuli","Test","recordings/bidi.wav"
"b","yes","yes","bilabial","i","b","u","bibu","OldTestStimuli","Test","recordings/bibu.wav"
"p","no","yes","bilabial","i","t","i","piti","OldTestStimuli","Test","recordings/piti.wav"
"p","no","yes","bilabial","u","p","a","pupa","NewTestStimuli","Test","recordings/pupa.wav"
"b","yes","yes","bilabial","a","d","i","badi","NewTestStimuli","Test","recordings/badi.wav"
"s","no","no","alveolar","u","s","i","susi","NewTestStimuli","Test","recordings/susi.wav"
"v","yes","no","bilabial","a","z","u","vazu","NewTestStimuli","Test","recordings/vazu.wav"
"b","yes","yes","bilabial","u","b","u","bubu","NewTestStimuli","Test","recordings/bubu.wav"
"p","no","yes","bilabial","u","t","a","puta","NewTestStimuli","Test","recordings/puta.wav"
"s","no","no","alveolar","u","f","a","sufa","NewTestStimuli","Test","recordings/sufa.wav"
"s","no","no","alveolar","i","f","a","sifa","NewTestStimuli","Test","recordings/sifa.wav"
"t","no","yes","alveolar","u","p","a","tupa","NewTestStimuli","Test","recordings/tupa.wav"
"t","no","yes","alveolar","a","p","i","tapi","NewTestStimuli","Test","recordings/tapi.wav"
"f","no","no","bilabial","i","s","a","fisa","NewTestStimuli","Test","recordings/fisa.wav"
"d","yes","yes","alveolar","u","d","a","duda","NewTestStimuli","Test","recordings/duda.wav"
"p","no","yes","bilabial","i","b","a","piba","StopControls","Controls","recordings/piba.wav"
"b","yes","yes","bilabial","u","p","a","bupa","StopControls","Controls","recordings/bupa.wav"
"s","no","no","alveolar","u","v","i","suvi","StopControls","Controls","recordings/suvi.wav"
"v","yes","no","bilabial","i","f","a","vifa","StopControls","Controls","recordings/vifa.wav"
"b","yes","yes","bilabial","u","t","a","buta","StopControls","Controls","recordings/buta.wav"
"p","no","yes","bilabial","a","d","i","padi","StopControls","Controls","recordings/padi.wav"
"s","no","no","alveolar","i","z","i","sizi","StopControls","Controls","recordings/sizi.wav"
"s","no","no","alveolar","a","z","i","sazi","StopControls","Controls","recordings/sazi.wav"
"t","no","yes","alveolar","i","d","u","tidu","StopControls","Controls","recordings/tidu.wav"
"t","no","yes","alveolar","a","b","i","tabi","StopControls","Controls","recordings/tabi.wav"
"f","no","no","bilabial","u","v","u","fuvu","StopControls","Controls","recordings/fuvu.wav"
"d","yes","yes","alveolar","i","p","u","dipu","StopControls","Controls","recordings/dipu.wav"
"p","no","yes","bilabial","i","f","a","pifa","VoicingControls","Controls","recordings/pifa.wav"
"b","yes","yes","bilabial","u","v","a","buva","VoicingControls","Controls","recordings/buva.wav"
"s","no","no","alveolar","u","p","u","supu","VoicingControls","Controls","recordings/supu.wav"
"v","yes","no","bilabial","i","b","a","viba","VoicingControls","Controls","recordings/viba.wav"
"b","yes","yes","bilabial","u","z","a","buza","VoicingControls","Controls","recordings/buza.wav"
"p","no","yes","bilabial","a","s","a","pasa","VoicingControls","Controls","recordings/pasa.wav"
"s","no","no","alveolar","i","t","u","situ","VoicingControls","Controls","recordings/situ.wav"
"s","no","no","alveolar","a","t","u","satu","VoicingControls","Controls","recordings/satu.wav"
"t","no","yes","alveolar","a","s","u","tasu","VoicingControls","Controls","recordings/tasu.wav"
"t","no","yes","alveolar","u","s","i","tusi","VoicingControls","Controls","recordings/tusi.wav"
"f","no","no","bilabial","u","t","a","futa","VoicingControls","Controls","recordings/futa.wav"
"d","yes","yes","alveolar","i","v","u","divu","VoicingControls","Controls","recordings/divu.wav"
"p","no","yes","bilabial","u","z","u","puzu","NoPatternControls","Controls","recordings/puzu.wav"
"b","yes","yes","bilabial","i","s","i","bisi","NoPatternControls","Controls","recordings/bisi.wav"
"s","no","no","alveolar","i","b","i","sibi","NoPatternControls","Controls","recordings/sibi.wav"
"v","yes","no","bilabial","a","t","i","vati","NoPatternControls","Controls","recordings/vati.wav"
"b","yes","yes","bilabial","i","s","a","bisa","NoPatternControls","Controls","recordings/bisa.wav"
"p","no","yes","bilabial","a","z","a","paza","NoPatternControls","Controls","recordings/paza.wav"
"s","no","no","alveolar","u","b","a","suba","NoPatternControls","Controls","recordings/suba.wav"
"s","no","no","alveolar","a","b","u","sabu","NoPatternControls","Controls","recordings/sabu.wav"
"t","no","yes","alveolar","i","v","i","tivi","NoPatternControls","Controls","recordings/tivi.wav"
