"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"d","yes","yes","alveolar","i","b","u","dibu","OldTestStimuli","Test","recordings/dibu.wav"
"f","no","no","bilabial","u","f","u","fufu","OldTestStimuli","Test","recordings/fufu.wav"
"v","yes","no","bilabial","i","z","i","vizi","OldTestStimuli","Test","recordings/vizi.wav"
"p","no","yes","bilabial","u","t","i","puti","OldTestStimuli","Test","recordings/puti.wav"
"z","yes","no","alveolar","u","v","u","zuvu","OldTestStimuli","Test","recordings/zuvu.wav"
"b","yes","yes","bilabial","i","d","u","bidu","OldTestStimuli","Test","recordings/bidu.wav"
"d","yes","yes","alveolar","a","b","u","dabu","OldTestStimuli","Test","recordings/dabu.wav"
"d","yes","yes","alveolar","i","d","i","didi","OldTestStimuli","Test","recordings/didi.wav"
"f","no","no","bilabial","i","f","a","fifa","OldTestStimuli","Test","recordings/fifa.wav"
"b","yes","yes","bilabial","i","b","u","bibu","OldTestStimuli","Test","recordings/bibu.wav"
"d","yes","yes","alveolar","u","d","u","dudu","OldTestStimuli","Test","recordings/dudu.wav"
"z","yes","no","alveolar","u","v","i","zuvi","OldTestStimuli","Test","recordings/zuvi.wav"
"b","yes","yes","bilabial","u","b","i","bubi","NewTestStimuli","Test","recordings/bubi.wav"
"t","no","yes","alveolar","a","t","i","tati","NewTestStimuli","Test","recordings/tati.wav"
"d","yes","yes","alveolar","u","d","a","duda","NewTestStimuli","Test","recordings/duda.wav"
"v","yes","no","bilabial","a","z","a","vaza","NewTestStimuli","Test","recordings/vaza.wav"
"p","no","yes","bilabial","a","p","u","papu","NewTestStimuli","Test","recordings/papu.wav"
"p","no","yes","bilabial","u","p","a","pupa","NewTestStimuli","Test","recordings/pupa.wav"
"d","yes","yes","alveolar","i","b","i","dibi","NewTestStimuli","Test","recordings/dibi.wav"
"d","yes","yes","alveolar","a","d","i","dadi","NewTestStimuli","Test","recordings/dadi.wav"
"s","no","no","alveolar","i","s","u","sisu","NewTestStimuli","Test","recordings/sisu.wav"
"z","yes","no","alveolar","u","z","a","zuza","NewTestStimuli","Test","recordings/zuza.wav"
"z","yes","no","alveolar","a","v","a","zava","NewTestStimuli","Test","recordings/zava.wav"
"p","no","yes","bilabial","u","p","i","pupi","NewTestStimuli","Test","recordings/pupi.wav"
"b","yes","yes","bilabial","i","p","u","bipu","StopControls","Controls","recordings/bipu.wav"
"t","no","yes","alveolar","i","b","i","tibi","StopControls","Controls","recordings/tibi.wav"
"d","yes","yes","alveolar","i","p","u","dipu","StopControls","Controls","recordings/dipu.wav"
"v","yes","no","bilabial","u","f","a","vufa","StopControls","Controls","recordings/vufa.wav"
"p","no","yes","bilabial","i","d","a","pida","StopControls","Controls","recordings/pida.wav"
"p","no","yes","bilabial","i","b","a","piba","StopControls","Controls","recordings/piba.wav"
"d","yes","yes","alveolar","u","t","u","dutu","StopControls","Controls","recordings/dutu.wav"
"d","yes","yes","alveolar","u","p","i","dupi","StopControls","Controls","recordings/dupi.wav"
"s","no","no","alveolar","i","z","a","siza","StopControls","Controls","recordings/siza.wav"
"z","yes","no","alveolar","u","s","a","zusa","StopControls","Controls","recordings/zusa.wav"
"z","yes","no","alveolar","a","f","a","zafa","StopControls","Controls","recordings/zafa.wav"
"p","no","yes","bilabial","a","b","i","pabi","StopControls","Controls","recordings/pabi.wav"
"b","yes","yes","bilabial","i","v","u","bivu","VoicingControls","Controls","recordings/bivu.wav"
"t","no","yes","alveolar","a","f","u","tafu","VoicingControls","Controls","recordings/tafu.wav"
"d","yes","yes","alveolar","i","v","u","divu","VoicingControls","Controls","recordings/divu.wav"
"v","yes","no","bilabial","u","b","a","vuba","VoicingControls","Controls","recordings/vuba.wav"
"p","no","yes","bilabial","i","s","a","pisa","VoicingControls","Controls","recordings/pisa.wav"
"p","no","yes","bilabial","i","f","a","pifa","VoicingControls","Controls","recordings/pifa.wav"
"d","yes","yes","alveolar","u","z","u","duzu","VoicingControls","Controls","recordings/duzu.wav"
"d","yes","yes","alveolar","u","v","i","duvi","VoicingControls","Controls","recordings/duvi.wav"
"s","no","no","alveolar","i","t","i","siti","VoicingControls","Controls","recordings/siti.wav"
"z","yes","no","alveolar","u","d","a","zuda","VoicingControls","Controls","recordings/zuda.wav"
"z","yes","no","alveolar","a","b","a","zaba","VoicingControls","Controls","recordings/zaba.wav"
"p","no","yes","bilabial","a","f","u","pafu","VoicingControls","Controls","recordings/pafu.wav"
"b","yes","yes","bilabial","i","f","i","bifi","NoPatternControls","Controls","recordings/bifi.wav"
"t","no","yes","alveolar","a","z","i","tazi","NoPatternControls","Controls","recordings/tazi.wav"
"d","yes","yes","alveolar","i","f","u","difu","NoPatternControls","Controls","recordings/difu.wav"
"v","yes","no","bilabial","u","t","i","vuti","NoPatternControls","Controls","recordings/vuti.wav"
"p","no","yes","bilabial","a","z","u","pazu","NoPatternControls","Controls","recordings/pazu.wav"
"p","no","yes","bilabial","u","z","u","puzu","NoPatternControls","Controls","recordings/puzu.wav"
"d","yes","yes","alveolar","a","s","i","dasi","NoPatternControls","Controls","recordings/dasi.wav"
"d","yes","yes","alveolar","a","f","i","dafi","NoPatternControls","Controls","recordings/dafi.wav"
"s","no","no","alveolar","u","d","a","suda","NoPatternControls","Controls","recordings/suda.wav"
"z","yes","no","alveolar","a","t","u","zatu","NoPatternControls","Controls","recordings/zatu.wav"
"z","yes","no","alveolar","u","p","i","zupi","NoPatternControls","Controls","recordings/zupi.wav"
"p","no","yes","bilabial","u","v","a","puva","NoPatternControls","Controls","recordings/puva.wav"
