"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"p","no","yes","bilabial","u","p","a","pupa","OldTestStimuli","Test","recordings/pupa.wav"
"s","no","no","alveolar","i","f","u","sifu","OldTestStimuli","Test","recordings/sifu.wav"
"t","no","yes","alveolar","i","t","i","titi","OldTestStimuli","Test","recordings/titi.wav"
"b","yes","yes","bilabial","i","b","i","bibi","OldTestStimuli","Test","recordings/bibi.wav"
"s","no","no","alveolar","i","s","u","sisu","OldTestStimuli","Test","recordings/sisu.wav"
"d","yes","yes","alveolar","a","b","i","dabi","OldTestStimuli","Test","recordings/dabi.wav"
"p","no","yes","bilabial","i","p","u","pipu","OldTestStimuli","Test","recordings/pipu.wav"
"f","no","no","bilabial","u","s","u","fusu","OldTestStimuli","Test","recordings/fusu.wav"
"v","yes","no","bilabial","a","v","u","vavu","OldTestStimuli","Test","recordings/vavu.wav"
"v","yes","no","bilabial","i","z","i","vizi","OldTestStimuli","Test","recordings/vizi.wav"
"p","no","yes","bilabial","a","t","i","pati","OldTestStimuli","Test","recordings/pati.wav"
"d","yes","yes","alveolar","u","b","a","duba","OldTestStimuli","Test","recordings/duba.wav"
"p","no","yes","bilabial","a","t","u","patu","NewTestStimuli","Test","recordings/patu.wav"
"s","no","no","alveolar","u","f","u","sufu","NewTestStimuli","Test","recordings/sufu.wav"
"d","yes","yes","alveolar","u","d","u","dudu","NewTestStimuli","Test","recordings/dudu.wav"
"b","yes","yes","bilabial","u","d","u","budu","NewTestStimuli","Test","recordings/budu.wav"
"z","yes","no","alveolar","i","v","a","ziva","NewTestStimuli","Test","recordings/ziva.wav"
"b","yes","yes","bilabial","i","b","u","bibu","NewTestStimuli","Test","recordings/bibu.wav"
"p","no","yes","bilabial","i","t","a","pita","NewTestStimuli","Test","recordings/pita.wav"
"t","no","yes","alveolar","a","p","a","tapa","NewTestStimuli","Test","recordings/tapa.wav"
"s","no","no","alveolar","a","s","i","sasi","NewTestStimuli","Test","recordings/sasi.wav"
"s","no","no","alveolar","u","s","i","susi","NewTestStimuli","Test","recordings/susi.wav"
"b","yes","yes","bilabial","i","b","a","biba","NewTestStimuli","Test","recordings/biba.wav"
"z","yes","no","alveolar","a","z","u","zazu","NewTestStimuli","Test","recordings/zazu.wav"
"p","no","yes","bilabial","u","b","a","puba","StopControls","Controls","recordings/puba.wav"
"s","no","no","alveolar","u","z","a","suza","StopControls","Controls","recordings/suza.wav"
"d","yes","yes","alveolar","i","t","a","dita","StopControls","Controls","recordings/dita.wav"
"b","yes","yes","bilabial","u","p","u","bupu","StopControls","Controls","recordings/bupu.wav"
"z","yes","no","alveolar","i","f","a","zifa","StopControls","Controls","recordings/zifa.wav"
"b","yes","yes","bilabial","a","t","a","bata","StopControls","Controls","recordings/bata.wav"
"p","no","yes","bilabial","u","d","i","pudi","StopControls","Controls","recordings/pudi.wav"
"t","no","yes","alveolar","a","b","a","taba","StopControls","Controls","recordings/taba.wav"
"s","no","no","alveolar","a","v","u","savu","StopControls","Controls","recordings/savu.wav"
"s","no","no","alveolar","u","v","i","suvi","StopControls","Controls","recordings/suvi.wav"
"b","yes","yes","bilabial","a","p","i","bapi","StopControls","Controls","recordings/bapi.wav"
"z","yes","no","alveolar","a","s","u","zasu","StopControls","Controls","recordings/zasu.wav"
"p","no","yes","bilabial","u","f","a","pufa","VoicingControls","Controls","recordings/pufa.wav"
"s","no","no","alveolar","u","t","i","suti","VoicingControls","Controls","recordings/suti.wav"
"d","yes","yes","alveolar","i","z","a","diza","VoicingControls","Controls","recordings/diza.wav"
"b","yes","yes","bilabial","u","v","u","buvu","VoicingControls","Controls","recordings/buvu.wav"
"z","yes","no","alveolar","i","b","a","ziba","VoicingControls","Controls","recordings/ziba.wav"
"b","yes","yes","bilabial","a","z","a","baza","VoicingControls","Controls","recordings/baza.wav"
"p","no","yes","bilabial","u","s","i","pusi","VoicingControls","Controls","recordings/pusi.wav"
"t","no","yes","alveolar","u","s","a","tusa","VoicingControls","Controls","recordings/tusa.wav"
"s","no","no","alveolar","a","t","a","sata","VoicingControls","Controls","recordings/sata.wav"
"s","no","no","alveolar","u","p","u","supu","VoicingControls","Controls","recordings/supu.wav"
"b","yes","yes","bilabial","a","v","i","bavi","VoicingControls","Controls","recordings/bavi.wav"
"z","yes","no","alveolar","a","d","u","zadu","VoicingControls","Controls","recordings/zadu.wav"
"p","no","yes","bilabial","i","v","i","pivi","NoPatternControls","Controls","recordings/pivi.wav"
"s","no","no","alveolar","i","d","u","sidu","NoPatternControls","Controls","recordings/sidu.wav"
"d","yes","yes","alveolar","i","f","i","difi","NoPatternControls","Controls","recordings/difi.wav"
"b","yes","yes","bilabial","a","f","u","bafu","NoPatternControls","Controls","recordings/bafu.wav"
"z","yes","no","alveolar","a","t","i","zati","NoPatternControls","Controls","recordings/zati.wav"
"b","yes","yes","bilabial","i","f","u","bifu","NoPatternControls","Controls","recordings/bifu.wav"
"p","no","yes","bilabial","i","z","u","pizu","NoPatternControls","Controls","recordings/pizu.wav"
"t","no","yes","alveolar","a","z","u","tazu","NoPatternControls","Controls","recordings/tazu.wav"
"s","no","no","alveolar","i","b","u","sibu","NoPatternControls","Controls","recordings/sibu.wav"
"s","no","no","alveolar","i","b","i","sibi","NoPatternControls","Controls","recordings/sibi.wav"
"b","yes","yes","bilabial","u","s","i","busi","NoPatternControls","Controls","recordings/busi.wav"
"z","yes","no","alveolar","i","t","a","zita","NoPatternControls","Controls","recordings/zita.wav"
