"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"v","yes","no","bilabial","u","v","u","vuvu","OldTestStimuli","Test","recordings/vuvu.wav"
"d","yes","yes","alveolar","i","d","a","dida","OldTestStimuli","Test","recordings/dida.wav"
"p","no","yes","bilabial","a","p","i","papi","OldTestStimuli","Test","recordings/papi.wav"
"v","yes","no","bilabial","i","z","u","vizu","OldTestStimuli","Test","recordings/vizu.wav"
"p","no","yes","bilabial","u","p","i","pupi","OldTestStimuli","Test","recordings/pupi.wav"
"p","no","yes","bilabial","i","t","a","pita","OldTestStimuli","Test","recordings/pita.wav"
"d","yes","yes","alveolar","u","b","u","dubu","OldTestStimuli","Test","recordings/dubu.wav"
"f","no","no","bilabial","u","s","a","fusa","OldTestStimuli","Test","recordings/fusa.wav"
"t","no","yes","alveolar","a","t","i","tati","OldTestStimuli","Test","recordings/tati.wav"
"v","yes","no","bilabial","u","z","a","vuza","OldTestStimuli","Test","recordings/vuza.wav"
"s","no","no","alveolar","a","s","a","sasa","OldTestStimuli","Test","recordings/sasa.wav"
"d","yes","yes","alveolar","a","b","u","dabu","OldTestStimuli","Test","recordings/dabu.wav"
"t","no","yes","alveolar","u","p","a","tupa","NewTestStimuli","Test","recordings/tupa.wav"
"s","no","no","alveolar","i","s","a","sisa","NewTestStimuli","Test","recordings/sisa.wav"
"z","yes","no","alveolar","a","v","i","zavi","NewTestStimuli","Test","recordings/zavi.wav"
"b","yes","yes","bilabial","i","d","u","bidu","NewTestStimuli","Test","recordings/bidu.wav"
"v","yes","no","bilabial","a","v","a","vava","NewTestStimuli","Test","recordings/vava.wav"
"t","no","yes","alveolar","i","t","u","titu","NewTestStimuli","Test","recordings/titu.wav"
"s","no","no","alveolar","i","f","a","sifa","NewTestStimuli","Test","recordings/sifa.wav"
"t","no","yes","alveolar","i","t","a","tita","NewTestStimuli","Test","recordings/tita.wav"
"f","no","no","bilabial","a","f","u","fafu","NewTestStimuli","Test","recordings/fafu.wav"
"s","no","no","alveolar","u","s","u","susu","NewTestStimuli","Test","recordings/susu.wav"
"d","yes","yes","alveolar","u","d","a","duda","NewTestStimuli","Test","recordings/duda.wav"
"z","yes","no","alveolar","u","z","u","zuzu","NewTestStimuli","Test","recordings/zuzu.wav"
"t","no","yes","alveolar","i","d","u","tidu","StopControls","Controls","recordings/tidu.wav"
"s","no","no","alveolar","i","v","i","sivi","StopControls","Controls","recordings/sivi.wav"
"z","yes","no","alveolar","a","f","i","zafi","StopControls","Controls","recordings/zafi.wav"
"b","yes","yes","bilabial","i","p","a","bipa","StopControls","Controls","recordings/bipa.wav"
"v","yes","no","bilabial","a","f","a","vafa","StopControls","Controls","recordings/vafa.wav"
"t","no","yes","alveolar","i","d","i","tidi","StopControls","Controls","recordings/tidi.wav"
"s","no","no","alveolar","a","z","i","sazi","StopControls","Controls","recordings/sazi.wav"
