"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"d","yes","yes","alveolar","i","d","a","dida","OldTestStimuli","Test","recordings/dida.wav"
"z","yes","no","alveolar","a","z","a","zaza","OldTestStimuli","Test","recordings/zaza.wav"
"b","yes","yes","bilabial","u","d","u","budu","OldTestStimuli","Test","recordings/budu.wav"
"f","no","no","bilabial","i","f","a","fifa","OldTestStimuli","Test","recordings/fifa.wav"
"p","no","yes","bilabial","u","p","u","pupu","OldTestStimuli","Test","recordings/pupu.wav"
"z","yes","no","alveolar","i","v","a","ziva","OldTestStimuli","Test","recordings/ziva.wav"
"s","no","no","alveolar","a","f","u","safu","OldTestStimuli","Test","recordings/safu.wav"
"t","no","yes","alveolar","i","t","u","titu","OldTestStimuli","Test","recordings/titu.wav"
"b","yes","yes","bilabial","i","b","u","bibu","OldTestStimuli","Test","recordings/bibu.wav"
"z","yes","no","alveolar","u","v","u","zuvu","OldTestStimuli","Test","recordings/zuvu.wav"
"f","no","no","bilabial","u","s","a","fusa","OldTestStimuli","Test","recordings/fusa.wav"
"z","yes","no","alveolar","a","z","i","zazi","OldTestStimuli","Test","recordings/zazi.wav"
"f","no","no","bilabial","a","f","i","fafi","NewTestStimuli","Test","recordings/fafi.wav"
"v","yes","no","bilabial","a","z","a","vaza","NewTestStimuli","Test","recordings/vaza.wav"
"p","no","yes","bilabial","a","t","a","pata","NewTestStimuli","Test","recordings/pata.wav"
"v","yes","no","bilabial","u","z","i","vuzi","NewTestStimuli","Test","recordings/vuzi.wav"
"z","yes","no","alveolar","a","z","u","zazu","NewTestStimuli","Test","recordings/zazu.wav"
"b","yes","yes","bilabial","i","d","u","bidu","NewTestStimuli","Test","recordings/bidu.wav"
"s","no","no","alveolar","u","s","a","susa","NewTestStimuli","Test","recordings/susa.wav"
"v","yes","no","bilabial","u","v","i","vuvi","NewTestStimuli","Test","recordings/vuvi.wav"
"s","no","no","alveolar","u","s","u","susu","NewTestStimuli","Test","recordings/susu.wav"
"p","no","yes","bilabial","i","p","a","pipa","NewTestStimuli","Test","recordings/pipa.wav"
"z","yes","no","alveolar","a","v","u","zavu","NewTestStimuli","Test","recordings/zavu.wav"
"p","no","yes","bilabial","a","t","u","patu","NewTestStimuli","Test","recordings/patu.wav"
"f","no","no","bilabial","a","v","i","favi","StopControls","Controls","recordings/favi.wav"
"v","yes","no","bilabial","u","f","a","vufa","StopControls","Controls","recordings/vufa.wav"
"p","no","yes","bilabial","i","d","i","pidi","StopControls","Controls","recordings/pidi.wav"
"v","yes","no","bilabial","i","s","i","visi","StopControls","Controls","recordings/visi.wav"
"z","yes","no","alveolar","a","s","u","zasu","StopControls","Controls","recordings/zasu.wav"
"b","yes","yes","bilabial","i","p","a","bipa","StopControls","Controls","recordings/bipa.wav"
