"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"b","yes","yes","bilabial","i","b","i","bibi","OldTestStimuli","Test","recordings/bibi.wav"
"s","no","no","alveolar","u","f","i","sufi","OldTestStimuli","Test","recordings/sufi.wav"
"v","yes","no","bilabial","a","v","i","vavi","OldTestStimuli","Test","recordings/vavi.wav"
"f","no","no","bilabial","i","f","u","fifu","OldTestStimuli","Test","recordings/fifu.wav"
"v","yes","no","bilabial","i","z","u","vizu","OldTestStimuli","Test","recordings/vizu.wav"
"d","yes","yes","alveolar","a","d","a","dada","OldTestStimuli","Test","recordings/dada.wav"
"f","no","no","bilabial","a","f","u","fafu","OldTestStimuli","Test","recordings/fafu.wav"
"v","yes","no","bilabial","i","z","i","vizi","OldTestStimuli","Test","recordings/vizi.wav"
"t","no","yes","alveolar","i","p","i","tipi","OldTestStimuli","Test","recordings/tipi.wav"
"d","yes","yes","alveolar","u","d","a","duda","OldTestStimuli","Test","recordings/duda.wav"
"d","yes","yes","alveolar","i","d","a","dida","OldTestStimuli","Test","recordings/dida.wav"
"f","no","no","bilabial","a","s","a","fasa","OldTestStimuli","Test","recordings/fasa.wav"
"z","yes","no","alveolar","u","v","u","zuvu","NewTestStimuli","Test","recordings/zuvu.wav"
"v","yes","no","bilabial","i","z","a","viza","NewTestStimuli","Test","recordings/viza.wav"
"s","no","no","alveolar","i","f","i","sifi","NewTestStimuli","Test","recordings/sifi.wav"
"f","no","no","bilabial","u","f","u","fufu","NewTestStimuli","Test","recordings/fufu.wav"
"f","no","no","bilabial","i","f","a","fifa","NewTestStimuli","Test","recordings/fifa.wav"
"s","no","no","alveolar","i","f","u","sifu","NewTestStimuli","Test","recordings/sifu.wav"
"z","yes","no","alveolar","i","v","u","zivu","NewTestStimuli","Test","recordings/zivu.wav"
"v","yes","no","bilabial","a","z","a","vaza","NewTestStimuli","Test","recordings/vaza.wav"
"p","no","yes","bilabial","u","p","a","pupa","NewTestStimuli","Test","recordings/pupa.wav"
"z","yes","no","alveolar","a","v","i","zavi","NewTestStimuli","Test","recordings/zavi.wav"
"s","no","no","alveolar","u","f","u","sufu","NewTestStimuli","Test","recordings/sufu.wav"
"b","yes","yes","bilabial","i","d","a","bida","NewTestStimuli","Test","recordings/bida.wav"
"z","yes","no","alveolar","u","f","u","zufu","StopControls","Controls","recordings/zufu.wav"
"v","yes","no","bilabial","u","f","u","vufu","StopControls","Controls","recordings/vufu.wav"
"s","no","no","alveolar","a","z","u","sazu","StopControls","Controls","recordings/sazu.wav"
"f","no","no","bilabial","i","v","a","fiva","StopControls","Controls","recordings/fiva.wav"
"f","no","no","bilabial","i","z","u","fizu","StopControls","Controls","recordings/fizu.wav"
"s","no","no","alveolar","i","v","a","siva","StopControls","Controls","recordings/siva.wav"
"z","yes","no","alveolar","i","f","u","zifu","StopControls","Controls","recordings/zifu.wav"
"v","yes","no","bilabial","u","f","a","vufa","StopControls","Controls","recordings/vufa.wav"
"p","no","yes","bilabial","i","b","a","piba","StopControls","Controls","recordings/piba.wav"
"z","yes","no","alveolar","a","f","i","zafi","StopControls","Controls","recordings/zafi.wav"
"s","no","no","alveolar","u","z","a","suza","StopControls","Controls","recordings/suza.wav"
"b","yes","yes","bilabial","a","t","i","bati","StopControls","Controls","recordings/bati.wav"
"z","yes","no","alveolar","u","b","u","zubu","VoicingControls","Controls","recordings/zubu.wav"
"v","yes","no","bilabial","u","b","u","vubu","VoicingControls","Controls","recordings/vubu.wav"
"s","no","no","alveolar","i","p","a","sipa","VoicingControls","Controls","recordings/sipa.wav"
"f","no","no","bilabial","i","p","u","fipu","VoicingControls","Controls","recordings/fipu.wav"
"f","no","no","bilabial","u","p","i","fupi","VoicingControls","Controls","recordings/fupi.wav"
"s","no","no","alveolar","i","p","i","sipi","VoicingControls","Controls","recordings/sipi.wav"
