"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"b","yes","yes","bilabial","u","b","a","buba","OldTestStimuli","Test","recordings/buba.wav"
"s","no","no","alveolar","u","f","i","sufi","OldTestStimuli","Test","recordings/sufi.wav"
"p","no","yes","bilabial","a","t","u","patu","OldTestStimuli","Test","recordings/patu.wav"
"d","yes","yes","alveolar","u","d","i","dudi","OldTestStimuli","Test","recordings/dudi.wav"
"f","no","no","bilabial","u","s","i","fusi","OldTestStimuli","Test","recordings/fusi.wav"
"v","yes","no","bilabial","a","v","a","vava","OldTestStimuli","Test","recordings/vava.wav"
"s","no","no","alveolar","a","f","a","safa","OldTestStimuli","Test","recordings/safa.wav"
"b","yes","yes","bilabial","i","d","a","bida","OldTestStimuli","Test","recordings/bida.wav"
"s","no","no","alveolar","i","s","u","sisu","OldTestStimuli","Test","recordings/sisu.wav"
"f","no","no","bilabial","i","f","i","fifi","OldTestStimuli","Test","recordings/fifi.wav"
"b","yes","yes","bilabial","u","b","u","bubu","OldTestStimuli","Test","recordings/bubu.wav"
"p","no","yes","bilabial","a","p","i","papi","OldTestStimuli","Test","recordings/papi.wav"
"d","yes","yes","alveolar","i","b","i","dibi","NewTestStimuli","Test","recordings/dibi.wav"
"f","no","no","bilabial","u","s","u","fusu","NewTestStimuli","Test","recordings/fusu.wav"
"v","yes","no","bilabial","i","z","i","vizi","NewTestStimuli","Test","recordings/vizi.wav"
"f","no","no","bilabial","i","s","u","fisu","NewTestStimuli","Test","recordings/fisu.wav"
"f","no","no","bilabial","a","f","a","fafa","NewTestStimuli","Test","recordings/fafa.wav"
"v","yes","no","bilabial","u","z","u","vuzu","NewTestStimuli","Test","recordings/vuzu.wav"
"v","yes","no","bilabial","a","z","i","vazi","NewTestStimuli","Test","recordings/vazi.wav"
"p","no","yes","bilabial","i","p","i","pipi","NewTestStimuli","Test","recordings/pipi.wav"
"d","yes","yes","alveolar","u","b","u","dubu","NewTestStimuli","Test","recordings/dubu.wav"
"b","yes","yes","bilabial","i","b","i","bibi","NewTestStimuli","Test","recordings/bibi.wav"
"z","yes","no","alveolar","u","z","u","zuzu","NewTestStimuli","Test","recordings/zuzu.wav"
"d","yes","yes","alveolar","i","d","a","dida","NewTestStimuli","Test","recordings/dida.wav"
"d","yes","yes","alveolar","u","t","u","dutu","StopControls","Controls","recordings/dutu.wav"
"f","no","no","bilabial","i","z","a","fiza","StopControls","Controls","recordings/fiza.wav"
"v","yes","no","bilabial","u","s","a","vusa","StopControls","Controls","recordings/vusa.wav"
"f","no","no","bilabial","u","z","i","fuzi","StopControls","Controls","recordings/fuzi.wav"
"f","no","no","bilabial","a","v","a","fava","StopControls","Controls","recordings/fava.wav"
"v","yes","no","bilabial","u","f","i","vufi","StopControls","Controls","recordings/vufi.wav"
"v","yes","no","bilabial","i","s","a","visa","StopControls","Controls","recordings/visa.wav"
"p","no","yes","bilabial","u","b","u","pubu","StopControls","Controls","recordings/pubu.wav"
"d","yes","yes","alveolar","i","t","i","diti","StopControls","Controls","recordings/diti.wav"
"b","yes","yes","bilabial","a","p","u","bapu","StopControls","Controls","recordings/bapu.wav"
"z","yes","no","alveolar","u","s","u","zusu","StopControls","Controls","recordings/zusu.wav"
"d","yes","yes","alveolar","a","p","i","dapi","StopControls","Controls","recordings/dapi.wav"
"d","yes","yes","alveolar","u","z","u","duzu","VoicingControls","Controls","recordings/duzu.wav"
"f","no","no","bilabial","i","t","u","fitu","VoicingControls","Controls","recordings/fitu.wav"
"v","yes","no","bilabial","u","d","a","vuda","VoicingControls","Controls","recordings/vuda.wav"
"f","no","no","bilabial","u","t","u","futu","VoicingControls","Controls","recordings/futu.wav"
"f","no","no","bilabial","a","p","u","fapu","VoicingControls","Controls","recordings/fapu.wav"
"v","yes","no","bilabial","u","b","i","vubi","VoicingControls","Controls","recordings/vubi.wav"
"v","yes","no","bilabial","i","d","a","vida","VoicingControls","Controls","recordings/vida.wav"
"p","no","yes","bilabial","u","f","u","pufu","VoicingControls","Controls","recordings/pufu.wav"
"d","yes","yes","alveolar","i","z","i","dizi","VoicingControls","Controls","recordings/dizi.wav"
"b","yes","yes","bilabial","a","v","u","bavu","VoicingControls","Controls","recordings/bavu.wav"
"z","yes","no","alveolar","u","d","u","zudu","VoicingControls","Controls","recordings/zudu.wav"
"d","yes","yes","alveolar","a","v","i","davi","VoicingControls","Controls","recordings/davi.wav"
"d","yes","yes","alveolar","a","s","i","dasi","NoPatternControls","Controls","recordings/dasi.wav"
"f","no","no","bilabial","i","d","i","fidi","NoPatternControls","Controls","recordings/fidi.wav"
"v","yes","no","bilabial","i","p","u","vipu","NoPatternControls","Controls","recordings/vipu.wav"
"f","no","no","bilabial","i","b","u","fibu","NoPatternControls","Controls","recordings/fibu.wav"
"f","no","no","bilabial","u","b","u","fubu","NoPatternControls","Controls","recordings/fubu.wav"
"v","yes","no","bilabial","u","t","u","vutu","NoPatternControls","Controls","recordings/vutu.wav"
"v","yes","no","bilabial","i","p","a","vipa","NoPatternControls","Controls","recordings/vipa.wav"
"p","no","yes","bilabial","a","v","u","pavu","NoPatternControls","Controls","recordings/pavu.wav"
"d","yes","yes","alveolar","u","s","i","dusi","NoPatternControls","Controls","recordings/dusi.wav"
"b","yes","yes","bilabial","u","f","i","bufi","NoPatternControls","Controls","recordings/bufi.wav"
"z","yes","no","alveolar","u","p","u","zupu","NoPatternControls","Controls","recordings/zupu.wav"
