"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"p","no","yes","bilabial","i","t","u","pitu","OldTestStimuli","Test","recordings/pitu.wav"
"s","no","no","alveolar","a","s","u","sasu","OldTestStimuli","Test","recordings/sasu.wav"
"d","yes","yes","alveolar","u","d","a","duda","OldTestStimuli","Test","recordings/duda.wav"
"p","no","yes","bilabial","a","p","a","papa","OldTestStimuli","Test","recordings/papa.wav"
"d","yes","yes","alveolar","i","d","u","didu","OldTestStimuli","Test","recordings/didu.wav"
"s","no","no","alveolar","a","s","a","sasa","OldTestStimuli","Test","recordings/sasa.wav"
"b","yes","yes","bilabial","a","b","u","babu","OldTestStimuli","Test","recordings/babu.wav"
"t","no","yes","alveolar","u","t","a","tuta","OldTestStimuli","Test","recordings/tuta.wav"
"b","yes","yes","bilabial","a","d","a","bada","OldTestStimuli","Test","recordings/bada.wav"
"f","no","no","bilabial","u","s","i","fusi","OldTestStimuli","Test","recordings/fusi.wav"
"t","no","yes","alveolar","i","p","i","tipi","OldTestStimuli","Test","recordings/tipi.wav"
"b","yes","yes","bilabial","i","b","a","biba","OldTestStimuli","Test","recordings/biba.wav"
"v","yes","no","bilabial","a","v","i","vavi","NewTestStimuli","Test","recordings/vavi.wav"
"b","yes","yes","bilabial","u","d","i","budi","NewTestStimuli","Test","recordings/budi.wav"
"z","yes","no","alveolar","i","v","i","zivi","NewTestStimuli","Test","recordings/zivi.wav"
"b","yes","yes","bilabial","a","d","u","badu","NewTestStimuli","Test","recordings/badu.wav"
"s","no","no","alveolar","u","s","u","susu","NewTestStimuli","Test","recordings/susu.wav"
"b","yes","yes","bilabial","a","d","i","badi","NewTestStimuli","Test","recordings/badi.wav"
"b","yes","yes","bilabial","a","b","i","babi","NewTestStimuli","Test","recordings/babi.wav"
"v","yes","no","bilabial","u","z","a","vuza","NewTestStimuli","Test","recordings/vuza.wav"
"f","no","no","bilabial","i","f","u","fifu","NewTestStimuli","Test","recordings/fifu.wav"
"v","yes","no","bilabial","a","z","u","vazu","NewTestStimuli","Test","recordings/vazu.wav"
"p","no","yes","bilabial","a","t","i","pati","NewTestStimuli","Test","recordings/pati.wav"
"d","yes","yes","alveolar","i","b","a","diba","NewTestStimuli","Test","recordings/diba.wav"
"v","yes","no","bilabial","a","f","i","vafi","StopControls","Controls","recordings/vafi.wav"
"b","yes","yes","bilabial","u","t","u","butu","StopControls","Controls","recordings/butu.wav"
"z","yes","no","alveolar","i","f","i","zifi","StopControls","Controls","recordings/zifi.wav"
"b","yes","yes","bilabial","u","p","i","bupi","StopControls","Controls","recordings/bupi.wav"
"s","no","no","alveolar","u","v","u","suvu","StopControls","Controls","recordings/suvu.wav"
"b","yes","yes","bilabial","u","p","a","bupa","StopControls","Controls","recordings/bupa.wav"
"b","yes","yes","bilabial","i","t","a","bita","StopControls","Controls","recordings/bita.wav"
"v","yes","no","bilabial","i","s","u","visu","StopControls","Controls","recordings/visu.wav"
"f","no","no","bilabial","u","v","i","fuvi","StopControls","Controls","recordings/fuvi.wav"
"v","yes","no","bilabial","i","f","a","vifa","StopControls","Controls","recordings/vifa.wav"
"p","no","yes","bilabial","i","d","u","pidu","StopControls","Controls","recordings/pidu.wav"
"d","yes","yes","alveolar","u","t","i","duti","StopControls","Controls","recordings/duti.wav"
"v","yes","no","bilabial","a","b","i","vabi","VoicingControls","Controls","recordings/vabi.wav"
"b","yes","yes","bilabial","u","z","u","buzu","VoicingControls","Controls","recordings/buzu.wav"
"z","yes","no","alveolar","i","b","i","zibi","VoicingControls","Controls","recordings/zibi.wav"
"b","yes","yes","bilabial","u","v","i","buvi","VoicingControls","Controls","recordings/buvi.wav"
"s","no","no","alveolar","u","t","a","suta","VoicingControls","Controls","recordings/suta.wav"
"b","yes","yes","bilabial","u","v","a","buva","VoicingControls","Controls","recordings/buva.wav"
"b","yes","yes","bilabial","i","z","a","biza","VoicingControls","Controls","recordings/biza.wav"
"v","yes","no","bilabial","i","d","u","vidu","VoicingControls","Controls","recordings/vidu.wav"
"f","no","no","bilabial","a","p","a","fapa","VoicingControls","Controls","recordings/fapa.wav"
"v","yes","no","bilabial","i","b","a","viba","VoicingControls","Controls","recordings/viba.wav"
"p","no","yes","bilabial","i","s","u","pisu","VoicingControls","Controls","recordings/pisu.wav"
"d","yes","yes","alveolar","u","z","i","duzi","VoicingControls","Controls","recordings/duzi.wav"
"v","yes","no","bilabial","i","t","a","vita","NoPatternControls","Controls","recordings/vita.wav"
"b","yes","yes","bilabial","u","f","a","bufa","NoPatternControls","Controls","recordings/bufa.wav"
"z","yes","no","alveolar","a","p","u","zapu","NoPatternControls","Controls","recordings/zapu.wav"
"b","yes","yes","bilabial","i","f","a","bifa","NoPatternControls","Controls","recordings/bifa.wav"
"s","no","no","alveolar","a","b","i","sabi","NoPatternControls","Controls","recordings/sabi.wav"
"b","yes","yes","bilabial","i","s","i","bisi","NoPatternControls","Controls","recordings/bisi.wav"
"b","yes","yes","bilabial","a","s","u","basu","NoPatternControls","Controls","recordings/basu.wav"
"v","yes","no","bilabial","u","p","u","vupu","NoPatternControls","Controls","recordings/vupu.wav"
"f","no","no","bilabial","a","d","u","fadu","NoPatternControls","Controls","recordings/fadu.wav"
"v","yes","no","bilabial","a","t","i","vati","NoPatternControls","Controls","recordings/vati.wav"
"p","no","yes","bilabial","u","v","u","puvu","NoPatternControls","Controls","recordings/puvu.wav"
"d","yes","yes","alveolar","u","s","a","dusa","NoPatternControls","Controls","recordings/dusa.wav"
