"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"s","no","no","alveolar","i","f","i","sifi","OldTestStimuli","Test","recordings/sifi.wav"
"v","yes","no","bilabial","u","v","a","vuva","OldTestStimuli","Test","recordings/vuva.wav"
"v","yes","no","bilabial","u","z","a","vuza","OldTestStimuli","Test","recordings/vuza.wav"
"p","no","yes","bilabial","i","p","a","pipa","OldTestStimuli","Test","recordings/pipa.wav"
"f","no","no","bilabial","a","f","u","fafu","OldTestStimuli","Test","recordings/fafu.wav"
"s","no","no","alveolar","i","f","a","sifa","OldTestStimuli","Test","recordings/sifa.wav"
"s","no","no","alveolar","u","s","a","susa","OldTestStimuli","Test","recordings/susa.wav"
"v","yes","no","bilabial","i","v","i","vivi","OldTestStimuli","Test","recordings/vivi.wav"
"b","yes","yes","bilabial","a","b","i","babi","OldTestStimuli","Test","recordings/babi.wav"
"f","no","no","bilabial","a","f","a","fafa","OldTestStimuli","Test","recordings/fafa.wav"
"t","no","yes","alveolar","a","p","u","tapu","OldTestStimuli","Test","recordings/tapu.wav"
"p","no","yes","bilabial","u","p","a","pupa","OldTestStimuli","Test","recordings/pupa.wav"
"p","no","yes","bilabial","u","t","u","putu","NewTestStimuli","Test","recordings/putu.wav"
"z","yes","no","alveolar","u","v","i","zuvi","NewTestStimuli","Test","recordings/zuvi.wav"
"z","yes","no","alveolar","i","z","u","zizu","NewTestStimuli","Test","recordings/zizu.wav"
"t","no","yes","alveolar","i","t","i","titi","NewTestStimuli","Test","recordings/titi.wav"
"p","no","yes","bilabial","i","t","u","pitu","NewTestStimuli","Test","recordings/pitu.wav"
"s","no","no","alveolar","u","s","u","susu","NewTestStimuli","Test","recordings/susu.wav"
"b","yes","yes","bilabial","u","b","i","bubi","NewTestStimuli","Test","recordings/bubi.wav"
"t","no","yes","alveolar","u","t","a","tuta","NewTestStimuli","Test","recordings/tuta.wav"
"f","no","no","bilabial","i","f","u","fifu","NewTestStimuli","Test","recordings/fifu.wav"
"z","yes","no","alveolar","u","v","a","zuva","NewTestStimuli","Test","recordings/zuva.wav"
