"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"d","yes","yes","alveolar","u","b","i","dubi","OldTestStimuli","Test","Recordings/dubi.wav"
"b","yes","yes","bilabial","i","d","u","bidu","OldTestStimuli","Test","Recordings/bidu.wav"
"f","no","no","bilabial","i","f","i","fifi","OldTestStimuli","Test","Recordings/fifi.wav"
"t","no","yes","alveolar","u","p","a","tupa","OldTestStimuli","Test","Recordings/tupa.wav"
"b","yes","yes","bilabial","i","b","a","biba","OldTestStimuli","Test","Recordings/biba.wav"
"b","yes","yes","bilabial","i","b","i","bibi","OldTestStimuli","Test","Recordings/bibi.wav"
"b","yes","yes","bilabial","a","d","a","bada","OldTestStimuli","Test","Recordings/bada.wav"
"f","no","no","bilabial","a","f","u","fafu","OldTestStimuli","Test","Recordings/fafu.wav"
"z","yes","no","alveolar","i","z","a","ziza","OldTestStimuli","Test","Recordings/ziza.wav"
"d","yes","yes","alveolar","u","d","u","dudu","OldTestStimuli","Test","Recordings/dudu.wav"
"z","yes","no","alveolar","i","v","i","zivi","NewConsTestStimuli","Test","Recordings/zivi.wav"
"v","yes","no","bilabial","u","z","a","vuza","NewConsTestStimuli","Test","Recordings/vuza.wav"
"z","yes","no","alveolar","i","v","u","zivu","NewConsTestStimuli","Test","Recordings/zivu.wav"
"z","yes","no","alveolar","a","v","a","zava","NewConsTestStimuli","Test","Recordings/zava.wav"
"z","yes","no","alveolar","u","v","u","zuvu","NewConsTestStimuli","Test","Recordings/zuvu.wav"
"v","yes","no","bilabial","i","z","a","viza","NewConsTestStimuli","Test","Recordings/viza.wav"
"z","yes","no","alveolar","i","v","a","ziva","NewConsTestStimuli","Test","Recordings/ziva.wav"
"v","yes","no","bilabial","a","z","u","vazu","NewConsTestStimuli","Test","Recordings/vazu.wav"
"v","yes","no","bilabial","u","z","u","vuzu","NewConsTestStimuli","Test","Recordings/vuzu.wav"
"v","yes","no","bilabial","a","z","a","vaza","NewConsTestStimuli","Test","Recordings/vaza.wav"
"t","no","yes","alveolar","u","p","u","tupu","NewWordTestStimuli","Test","Recordings/tupu.wav"
"f","no","no","bilabial","u","f","u","fufu","NewWordTestStimuli","Test","Recordings/fufu.wav"
"v","yes","no","bilabial","u","v","i","vuvi","NewWordTestStimuli","Test","Recordings/vuvi.wav"
"s","no","no","alveolar","a","f","a","safa","NewWordTestStimuli","Test","Recordings/safa.wav"
"z","yes","no","alveolar","i","z","u","zizu","NewWordTestStimuli","Test","Recordings/zizu.wav"
"d","yes","yes","alveolar","i","d","a","dida","NewWordTestStimuli","Test","Recordings/dida.wav"
"v","yes","no","bilabial","i","v","a","viva","NewWordTestStimuli","Test","Recordings/viva.wav"
"b","yes","yes","bilabial","u","b","i","bubi","NewWordTestStimuli","Test","Recordings/bubi.wav"
"d","yes","yes","alveolar","a","b","i","dabi","NewWordTestStimuli","Test","Recordings/dabi.wav"
"b","yes","yes","bilabial","u","d","i","budi","NewWordTestStimuli","Test","Recordings/budi.wav"
"v","yes","no","bilabial","i","f","u","vifu","StopControls","Controls","Recordings/vifu.wav"
"s","no","no","alveolar","u","v","i","suvi","StopControls","Controls","Recordings/suvi.wav"
"z","yes","no","alveolar","a","f","i","zafi","StopControls","Controls","Recordings/zafi.wav"
"t","no","yes","alveolar","i","d","i","tidi","StopControls","Controls","Recordings/tidi.wav"
"z","yes","no","alveolar","i","s","i","zisi","StopControls","Controls","Recordings/zisi.wav"
"f","no","no","bilabial","i","z","a","fiza","StopControls","Controls","Recordings/fiza.wav"
"z","yes","no","alveolar","u","f","a","zufa","StopControls","Controls","Recordings/zufa.wav"
"b","yes","yes","bilabial","i","p","u","bipu","StopControls","Controls","Recordings/bipu.wav"
"f","no","no","bilabial","i","v","i","fivi","StopControls","Controls","Recordings/fivi.wav"
"d","yes","yes","alveolar","a","t","i","dati","StopControls","Controls","Recordings/dati.wav"
"v","yes","no","bilabial","i","b","u","vibu","VoicingControls","Controls","Recordings/vibu.wav"
"s","no","no","alveolar","u","p","u","supu","VoicingControls","Controls","Recordings/supu.wav"
"z","yes","no","alveolar","a","b","i","zabi","VoicingControls","Controls","Recordings/zabi.wav"
"t","no","yes","alveolar","a","s","i","tasi","VoicingControls","Controls","Recordings/tasi.wav"
"z","yes","no","alveolar","i","d","i","zidi","VoicingControls","Controls","Recordings/zidi.wav"
"f","no","no","bilabial","i","t","u","fitu","VoicingControls","Controls","Recordings/fitu.wav"
"z","yes","no","alveolar","u","b","a","zuba","VoicingControls","Controls","Recordings/zuba.wav"
"b","yes","yes","bilabial","i","v","u","bivu","VoicingControls","Controls","Recordings/bivu.wav"
"f","no","no","bilabial","i","t","a","fita","VoicingControls","Controls","Recordings/fita.wav"
"d","yes","yes","alveolar","a","z","i","dazi","VoicingControls","Controls","Recordings/dazi.wav"
"v","yes","no","bilabial","u","t","a","vuta","NoPatternControls","Controls","Recordings/vuta.wav"
"s","no","no","alveolar","i","b","i","sibi","NoPatternControls","Controls","Recordings/sibi.wav"
"z","yes","no","alveolar","i","p","i","zipi","NoPatternControls","Controls","Recordings/zipi.wav"
"t","no","yes","alveolar","u","z","i","tuzi","NoPatternControls","Controls","Recordings/tuzi.wav"
"z","yes","no","alveolar","i","p","a","zipa","NoPatternControls","Controls","Recordings/zipa.wav"
"f","no","no","bilabial","i","d","i","fidi","NoPatternControls","Controls","Recordings/fidi.wav"
"z","yes","no","alveolar","u","t","u","zutu","NoPatternControls","Controls","Recordings/zutu.wav"
"b","yes","yes","bilabial","i","f","i","bifi","NoPatternControls","Controls","Recordings/bifi.wav"
"f","no","no","bilabial","a","b","a","faba","NoPatternControls","Controls","Recordings/faba.wav"
"d","yes","yes","alveolar","u","f","a","dufa","NoPatternControls","Controls","Recordings/dufa.wav"
