"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"s","no","no","alveolar","u","f","a","sufa","OldTestStimuli","Test","Recordings/sufa.wav"
"f","no","no","bilabial","i","f","a","fifa","OldTestStimuli","Test","Recordings/fifa.wav"
"t","no","yes","alveolar","a","t","u","tatu","OldTestStimuli","Test","Recordings/tatu.wav"
"f","no","no","bilabial","a","f","i","fafi","OldTestStimuli","Test","Recordings/fafi.wav"
"b","yes","yes","bilabial","a","b","i","babi","OldTestStimuli","Test","Recordings/babi.wav"
"b","yes","yes","bilabial","i","d","i","bidi","OldTestStimuli","Test","Recordings/bidi.wav"
"v","yes","no","bilabial","i","v","u","vivu","OldTestStimuli","Test","Recordings/vivu.wav"
"z","yes","no","alveolar","a","z","a","zaza","OldTestStimuli","Test","Recordings/zaza.wav"
"b","yes","yes","bilabial","i","b","u","bibu","OldTestStimuli","Test","Recordings/bibu.wav"
"v","yes","no","bilabial","u","z","u","vuzu","OldTestStimuli","Test","Recordings/vuzu.wav"
"t","no","yes","alveolar","a","p","a","tapa","NewConsTestStimuli","Test","Recordings/tapa.wav"
"p","no","yes","bilabial","u","t","i","puti","NewConsTestStimuli","Test","Recordings/puti.wav"
"p","no","yes","bilabial","a","t","a","pata","NewConsTestStimuli","Test","Recordings/pata.wav"
"p","no","yes","bilabial","i","t","i","piti","NewConsTestStimuli","Test","Recordings/piti.wav"
"t","no","yes","alveolar","u","p","i","tupi","NewConsTestStimuli","Test","Recordings/tupi.wav"
"t","no","yes","alveolar","i","p","u","tipu","NewConsTestStimuli","Test","Recordings/tipu.wav"
"p","no","yes","bilabial","u","t","u","putu","NewConsTestStimuli","Test","Recordings/putu.wav"
"p","no","yes","bilabial","i","t","u","pitu","NewConsTestStimuli","Test","Recordings/pitu.wav"
"p","no","yes","bilabial","a","t","u","patu","NewConsTestStimuli","Test","Recordings/patu.wav"
"t","no","yes","alveolar","a","p","i","tapi","NewConsTestStimuli","Test","Recordings/tapi.wav"
"s","no","no","alveolar","i","f","i","sifi","NewWordTestStimuli","Test","Recordings/sifi.wav"
"f","no","no","bilabial","i","s","a","fisa","NewWordTestStimuli","Test","Recordings/fisa.wav"
"b","yes","yes","bilabial","i","b","a","biba","NewWordTestStimuli","Test","Recordings/biba.wav"
"d","yes","yes","alveolar","a","d","i","dadi","NewWordTestStimuli","Test","Recordings/dadi.wav"
"p","no","yes","bilabial","u","p","i","pupi","NewWordTestStimuli","Test","Recordings/pupi.wav"
"z","yes","no","alveolar","a","v","i","zavi","NewWordTestStimuli","Test","Recordings/zavi.wav"
"f","no","no","bilabial","a","s","u","fasu","NewWordTestStimuli","Test","Recordings/fasu.wav"
"d","yes","yes","alveolar","i","d","i","didi","NewWordTestStimuli","Test","Recordings/didi.wav"
"d","yes","yes","alveolar","u","d","u","dudu","NewWordTestStimuli","Test","Recordings/dudu.wav"
"f","no","no","bilabial","a","f","u","fafu","NewWordTestStimuli","Test","Recordings/fafu.wav"
"t","no","yes","alveolar","a","b","u","tabu","StopControls","Controls","Recordings/tabu.wav"
"p","no","yes","bilabial","i","b","a","piba","StopControls","Controls","Recordings/piba.wav"
"b","yes","yes","bilabial","a","p","a","bapa","StopControls","Controls","Recordings/bapa.wav"
"f","no","no","bilabial","u","z","u","fuzu","StopControls","Controls","Recordings/fuzu.wav"
"t","no","yes","alveolar","a","b","a","taba","StopControls","Controls","Recordings/taba.wav"
"f","no","no","bilabial","a","z","i","fazi","StopControls","Controls","Recordings/fazi.wav"
"t","no","yes","alveolar","u","b","a","tuba","StopControls","Controls","Recordings/tuba.wav"
"p","no","yes","bilabial","u","d","i","pudi","StopControls","Controls","Recordings/pudi.wav"
"f","no","no","bilabial","u","v","u","fuvu","StopControls","Controls","Recordings/fuvu.wav"
"s","no","no","alveolar","a","z","u","sazu","StopControls","Controls","Recordings/sazu.wav"
"t","no","yes","alveolar","a","f","a","tafa","VoicingControls","Controls","Recordings/tafa.wav"
"p","no","yes","bilabial","i","f","a","pifa","VoicingControls","Controls","Recordings/pifa.wav"
"b","yes","yes","bilabial","a","v","a","bava","VoicingControls","Controls","Recordings/bava.wav"
"f","no","no","bilabial","a","p","i","fapi","VoicingControls","Controls","Recordings/fapi.wav"
"t","no","yes","alveolar","u","s","a","tusa","VoicingControls","Controls","Recordings/tusa.wav"
"f","no","no","bilabial","i","p","a","fipa","VoicingControls","Controls","Recordings/fipa.wav"
"t","no","yes","alveolar","i","s","a","tisa","VoicingControls","Controls","Recordings/tisa.wav"
"p","no","yes","bilabial","u","s","i","pusi","VoicingControls","Controls","Recordings/pusi.wav"
"f","no","no","bilabial","u","t","a","futa","VoicingControls","Controls","Recordings/futa.wav"
"s","no","no","alveolar","i","p","a","sipa","VoicingControls","Controls","Recordings/sipa.wav"
"t","no","yes","alveolar","u","v","u","tuvu","NoPatternControls","Controls","Recordings/tuvu.wav"
"p","no","yes","bilabial","u","z","u","puzu","NoPatternControls","Controls","Recordings/puzu.wav"
"b","yes","yes","bilabial","u","f","u","bufu","NoPatternControls","Controls","Recordings/bufu.wav"
"f","no","no","bilabial","a","b","i","fabi","NoPatternControls","Controls","Recordings/fabi.wav"
"t","no","yes","alveolar","a","z","u","tazu","NoPatternControls","Controls","Recordings/tazu.wav"
"f","no","no","bilabial","u","d","a","fuda","NoPatternControls","Controls","Recordings/fuda.wav"
"t","no","yes","alveolar","a","v","u","tavu","NoPatternControls","Controls","Recordings/tavu.wav"
"p","no","yes","bilabial","i","z","u","pizu","NoPatternControls","Controls","Recordings/pizu.wav"
"f","no","no","bilabial","a","d","i","fadi","NoPatternControls","Controls","Recordings/fadi.wav"
"s","no","no","alveolar","u","b","u","subu","NoPatternControls","Controls","Recordings/subu.wav"
