"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"s","no","no","alveolar","u","s","u","susu","OldTestStimuli","Test","Recordings/susu.wav"
"v","yes","no","bilabial","a","v","i","vavi","OldTestStimuli","Test","Recordings/vavi.wav"
"t","no","yes","alveolar","i","t","a","tita","OldTestStimuli","Test","Recordings/tita.wav"
"s","no","no","alveolar","a","f","u","safu","OldTestStimuli","Test","Recordings/safu.wav"
"d","yes","yes","alveolar","u","d","a","duda","OldTestStimuli","Test","Recordings/duda.wav"
"t","no","yes","alveolar","i","t","u","titu","OldTestStimuli","Test","Recordings/titu.wav"
"z","yes","no","alveolar","i","v","a","ziva","OldTestStimuli","Test","Recordings/ziva.wav"
"s","no","no","alveolar","u","f","i","sufi","OldTestStimuli","Test","Recordings/sufi.wav"
"p","no","yes","bilabial","i","t","u","pitu","OldTestStimuli","Test","Recordings/pitu.wav"
"z","yes","no","alveolar","a","z","a","zaza","OldTestStimuli","Test","Recordings/zaza.wav"
"d","yes","yes","alveolar","u","b","u","dubu","NewConsTestStimuli","Test","Recordings/dubu.wav"
"d","yes","yes","alveolar","u","b","a","duba","NewConsTestStimuli","Test","Recordings/duba.wav"
"b","yes","yes","bilabial","u","d","u","budu","NewConsTestStimuli","Test","Recordings/budu.wav"
"b","yes","yes","bilabial","a","d","i","badi","NewConsTestStimuli","Test","Recordings/badi.wav"
"d","yes","yes","alveolar","a","b","a","daba","NewConsTestStimuli","Test","Recordings/daba.wav"
"b","yes","yes","bilabial","a","d","u","badu","NewConsTestStimuli","Test","Recordings/badu.wav"
"b","yes","yes","bilabial","i","d","i","bidi","NewConsTestStimuli","Test","Recordings/bidi.wav"
"d","yes","yes","alveolar","a","b","i","dabi","NewConsTestStimuli","Test","Recordings/dabi.wav"
"d","yes","yes","alveolar","i","b","i","dibi","NewConsTestStimuli","Test","Recordings/dibi.wav"
"b","yes","yes","bilabial","i","d","a","bida","NewConsTestStimuli","Test","Recordings/bida.wav"
"s","no","no","alveolar","a","s","a","sasa","NewWordTestStimuli","Test","Recordings/sasa.wav"
"v","yes","no","bilabial","a","v","a","vava","NewWordTestStimuli","Test","Recordings/vava.wav"
"p","no","yes","bilabial","i","t","a","pita","NewWordTestStimuli","Test","Recordings/pita.wav"
"f","no","no","bilabial","u","f","i","fufi","NewWordTestStimuli","Test","Recordings/fufi.wav"
"v","yes","no","bilabial","i","v","a","viva","NewWordTestStimuli","Test","Recordings/viva.wav"
"f","no","no","bilabial","a","s","u","fasu","NewWordTestStimuli","Test","Recordings/fasu.wav"
"b","yes","yes","bilabial","u","b","u","bubu","NewWordTestStimuli","Test","Recordings/bubu.wav"
"t","no","yes","alveolar","u","t","i","tuti","NewWordTestStimuli","Test","Recordings/tuti.wav"
"v","yes","no","bilabial","u","z","u","vuzu","NewWordTestStimuli","Test","Recordings/vuzu.wav"
"b","yes","yes","bilabial","a","b","a","baba","NewWordTestStimuli","Test","Recordings/baba.wav"
"s","no","no","alveolar","u","v","i","suvi","StopControls","Controls","Recordings/suvi.wav"
"z","yes","no","alveolar","u","s","i","zusi","StopControls","Controls","Recordings/zusi.wav"
"p","no","yes","bilabial","u","b","i","pubi","StopControls","Controls","Recordings/pubi.wav"
"f","no","no","bilabial","a","z","u","fazu","StopControls","Controls","Recordings/fazu.wav"
"z","yes","no","alveolar","a","f","u","zafu","StopControls","Controls","Recordings/zafu.wav"
"p","no","yes","bilabial","i","b","u","pibu","StopControls","Controls","Recordings/pibu.wav"
"b","yes","yes","bilabial","u","t","i","buti","StopControls","Controls","Recordings/buti.wav"
"z","yes","no","alveolar","a","f","a","zafa","StopControls","Controls","Recordings/zafa.wav"
"p","no","yes","bilabial","i","d","a","pida","StopControls","Controls","Recordings/pida.wav"
"b","yes","yes","bilabial","i","p","a","bipa","StopControls","Controls","Recordings/bipa.wav"
"s","no","no","alveolar","u","p","u","supu","VoicingControls","Controls","Recordings/supu.wav"
"z","yes","no","alveolar","u","d","i","zudi","VoicingControls","Controls","Recordings/zudi.wav"
"p","no","yes","bilabial","u","f","i","pufi","VoicingControls","Controls","Recordings/pufi.wav"
"f","no","no","bilabial","i","p","i","fipi","VoicingControls","Controls","Recordings/fipi.wav"
"z","yes","no","alveolar","a","b","u","zabu","VoicingControls","Controls","Recordings/zabu.wav"
"p","no","yes","bilabial","i","f","u","pifu","VoicingControls","Controls","Recordings/pifu.wav"
"b","yes","yes","bilabial","u","z","i","buzi","VoicingControls","Controls","Recordings/buzi.wav"
"z","yes","no","alveolar","a","b","a","zaba","VoicingControls","Controls","Recordings/zaba.wav"
"p","no","yes","bilabial","i","s","a","pisa","VoicingControls","Controls","Recordings/pisa.wav"
"b","yes","yes","bilabial","i","v","a","biva","VoicingControls","Controls","Recordings/biva.wav"
"s","no","no","alveolar","i","b","i","sibi","NoPatternControls","Controls","Recordings/sibi.wav"
"z","yes","no","alveolar","a","p","a","zapa","NoPatternControls","Controls","Recordings/zapa.wav"
"p","no","yes","bilabial","a","z","i","pazi","NoPatternControls","Controls","Recordings/pazi.wav"
"f","no","no","bilabial","i","d","u","fidu","NoPatternControls","Controls","Recordings/fidu.wav"
"z","yes","no","alveolar","a","p","i","zapi","NoPatternControls","Controls","Recordings/zapi.wav"
"p","no","yes","bilabial","i","v","u","pivu","NoPatternControls","Controls","Recordings/pivu.wav"
"b","yes","yes","bilabial","a","s","a","basa","NoPatternControls","Controls","Recordings/basa.wav"
"z","yes","no","alveolar","u","p","i","zupi","NoPatternControls","Controls","Recordings/zupi.wav"
"p","no","yes","bilabial","a","z","u","pazu","NoPatternControls","Controls","Recordings/pazu.wav"
"b","yes","yes","bilabial","u","s","u","busu","NoPatternControls","Controls","Recordings/busu.wav"
