"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS","TYPE","GENERAL_TYPE","SOUND"
"p","no","yes","bilabial","u","t","a","puta","OldTestStimuli","Test","Recordings/puta.wav"
"f","no","no","bilabial","u","f","i","fufi","OldTestStimuli","Test","Recordings/fufi.wav"
"v","yes","no","bilabial","u","v","a","vuva","OldTestStimuli","Test","Recordings/vuva.wav"
"v","yes","no","bilabial","a","v","u","vavu","OldTestStimuli","Test","Recordings/vavu.wav"
"s","no","no","alveolar","i","s","u","sisu","OldTestStimuli","Test","Recordings/sisu.wav"
"s","no","no","alveolar","u","s","i","susi","OldTestStimuli","Test","Recordings/susi.wav"
"f","no","no","bilabial","i","s","a","fisa","OldTestStimuli","Test","Recordings/fisa.wav"
"p","no","yes","bilabial","a","t","a","pata","OldTestStimuli","Test","Recordings/pata.wav"
"t","no","yes","alveolar","i","p","a","tipa","OldTestStimuli","Test","Recordings/tipa.wav"
"s","no","no","alveolar","a","s","i","sasi","OldTestStimuli","Test","Recordings/sasi.wav"
"d","yes","yes","alveolar","a","b","u","dabu","NewConsTestStimuli","Test","Recordings/dabu.wav"
"d","yes","yes","alveolar","a","b","i","dabi","NewConsTestStimuli","Test","Recordings/dabi.wav"
"d","yes","yes","alveolar","i","b","i","dibi","NewConsTestStimuli","Test","Recordings/dibi.wav"
"b","yes","yes","bilabial","i","d","a","bida","NewConsTestStimuli","Test","Recordings/bida.wav"
"d","yes","yes","alveolar","u","b","i","dubi","NewConsTestStimuli","Test","Recordings/dubi.wav"
"b","yes","yes","bilabial","u","d","i","budi","NewConsTestStimuli","Test","Recordings/budi.wav"
"b","yes","yes","bilabial","u","d","a","buda","NewConsTestStimuli","Test","Recordings/buda.wav"
"d","yes","yes","alveolar","i","b","a","diba","NewConsTestStimuli","Test","Recordings/diba.wav"
"b","yes","yes","bilabial","a","d","a","bada","NewConsTestStimuli","Test","Recordings/bada.wav"
"b","yes","yes","bilabial","a","d","i","badi","NewConsTestStimuli","Test","Recordings/badi.wav"
"v","yes","no","bilabial","i","v","u","vivu","NewWordTestStimuli","Test","Recordings/vivu.wav"
"t","no","yes","alveolar","a","t","u","tatu","NewWordTestStimuli","Test","Recordings/tatu.wav"
"z","yes","no","alveolar","a","v","a","zava","NewWordTestStimuli","Test","Recordings/zava.wav"
"d","yes","yes","alveolar","u","d","i","dudi","NewWordTestStimuli","Test","Recordings/dudi.wav"
"v","yes","no","bilabial","a","v","i","vavi","NewWordTestStimuli","Test","Recordings/vavi.wav"
"z","yes","no","alveolar","u","v","a","zuva","NewWordTestStimuli","Test","Recordings/zuva.wav"
"s","no","no","alveolar","i","s","i","sisi","NewWordTestStimuli","Test","Recordings/sisi.wav"
"s","no","no","alveolar","u","f","a","sufa","NewWordTestStimuli","Test","Recordings/sufa.wav"
"p","no","yes","bilabial","i","p","i","pipi","NewWordTestStimuli","Test","Recordings/pipi.wav"
"s","no","no","alveolar","a","s","u","sasu","NewWordTestStimuli","Test","Recordings/sasu.wav"
"t","no","yes","alveolar","i","d","u","tidu","StopControls","Controls","Recordings/tidu.wav"
"s","no","no","alveolar","i","v","i","sivi","StopControls","Controls","Recordings/sivi.wav"
"z","yes","no","alveolar","a","f","i","zafi","StopControls","Controls","Recordings/zafi.wav"
"b","yes","yes","bilabial","i","p","a","bipa","StopControls","Controls","Recordings/bipa.wav"
"v","yes","no","bilabial","a","f","a","vafa","StopControls","Controls","Recordings/vafa.wav"
"t","no","yes","alveolar","i","d","i","tidi","StopControls","Controls","Recordings/tidi.wav"
"s","no","no","alveolar","a","z","i","sazi","StopControls","Controls","Recordings/sazi.wav"
"t","no","yes","alveolar","a","d","u","tadu","StopControls","Controls","Recordings/tadu.wav"
"f","no","no","bilabial","a","v","u","favu","StopControls","Controls","Recordings/favu.wav"
"s","no","no","alveolar","u","v","u","suvu","StopControls","Controls","Recordings/suvu.wav"
"t","no","yes","alveolar","a","s","u","tasu","VoicingControls","Controls","Recordings/tasu.wav"
"s","no","no","alveolar","i","p","u","sipu","VoicingControls","Controls","Recordings/sipu.wav"
"z","yes","no","alveolar","a","b","i","zabi","VoicingControls","Controls","Recordings/zabi.wav"
"b","yes","yes","bilabial","i","v","a","biva","VoicingControls","Controls","Recordings/biva.wav"
"v","yes","no","bilabial","a","b","a","vaba","VoicingControls","Controls","Recordings/vaba.wav"
"t","no","yes","alveolar","a","s","i","tasi","VoicingControls","Controls","Recordings/tasi.wav"
"s","no","no","alveolar","a","t","u","satu","VoicingControls","Controls","Recordings/satu.wav"
"t","no","yes","alveolar","a","s","a","tasa","VoicingControls","Controls","Recordings/tasa.wav"
"f","no","no","bilabial","a","t","i","fati","VoicingControls","Controls","Recordings/fati.wav"
"s","no","no","alveolar","u","t","a","suta","VoicingControls","Controls","Recordings/suta.wav"
"t","no","yes","alveolar","i","v","i","tivi","NoPatternControls","Controls","Recordings/tivi.wav"
"s","no","no","alveolar","i","b","a","siba","NoPatternControls","Controls","Recordings/siba.wav"
"z","yes","no","alveolar","i","p","i","zipi","NoPatternControls","Controls","Recordings/zipi.wav"
"b","yes","yes","bilabial","u","s","u","busu","NoPatternControls","Controls","Recordings/busu.wav"
"v","yes","no","bilabial","i","t","i","viti","NoPatternControls","Controls","Recordings/viti.wav"
"t","no","yes","alveolar","u","z","i","tuzi","NoPatternControls","Controls","Recordings/tuzi.wav"
"s","no","no","alveolar","a","b","u","sabu","NoPatternControls","Controls","Recordings/sabu.wav"
"t","no","yes","alveolar","i","v","u","tivu","NoPatternControls","Controls","Recordings/tivu.wav"
"f","no","no","bilabial","i","b","a","fiba","NoPatternControls","Controls","Recordings/fiba.wav"
"s","no","no","alveolar","a","b","i","sabi","NoPatternControls","Controls","Recordings/sabi.wav"
