"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",2.7711660862,NA,NA,NA,NA,1,FALSE,18,60.0737905906,NA,"American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/baba.wav","yes","b","b","a","yes","a","baba","Training","bilabial","TrainingItems",0,0,0,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,18,60.0737905906,NA,"American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/fufu.wav","no","f","f","u","no","u","fufu","Training","bilabial","TrainingItems",0,1,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,18,60.0737905906,NA,"American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/pitu.wav","no","p","t","i","yes","u","pitu","Training","bilabial","TrainingItems",0,2,2,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,18,60.0737905906,NA,"American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/budi.wav","yes","b","d","u","yes","i","budi","Training","bilabial","TrainingItems",0,3,3,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,18,60.0737905906,NA,"American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/dabi.wav","yes","d","b","a","yes","i","dabi","Training","alveolar","TrainingItems",0,4,4,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,18,60.0737905906,NA,"American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/zavi.wav","yes","z","v","a","no","i","zavi","Training","alveolar","TrainingItems",0,5,5,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,18,60.0737905906,NA,"American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/puti.wav","no","p","t","u","yes","i","puti","Training","bilabial","TrainingItems",0,6,6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,18,60.0737905906,NA,"American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/susi.wav","no","s","s","u","no","i","susi","Training","alveolar","TrainingItems",0,7,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,18,60.0737905906,NA,"American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/papi.wav","no","p","p","a","yes","i","papi","Training","bilabial","TrainingItems",0,8,8,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,18,60.0737905906,NA,"American English","VSH_Exp2","2016_Mar_23_1803",NA
