"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",9.66024899483,NA,NA,NA,NA,14,"M",19,59.8974933131,NA,"American English","VSH_Exp2","2016_Mar_01_1335",NA
"Recordings/dabu.wav","yes","d","b","a","yes","u","dabu","Training","alveolar","TrainingItems",0,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"M",19,59.8974933131,NA,"American English","VSH_Exp2","2016_Mar_01_1335",NA
"Recordings/bidu.wav","yes","b","d","i","yes","u","bidu","Training","bilabial","TrainingItems",0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"M",19,59.8974933131,NA,"American English","VSH_Exp2","2016_Mar_01_1335",NA
"Recordings/buba.wav","yes","b","b","u","yes","a","buba","Training","bilabial","TrainingItems",0,2,2,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"M",19,59.8974933131,NA,"American English","VSH_Exp2","2016_Mar_01_1335",NA
"Recordings/putu.wav","no","p","t","u","yes","u","putu","Training","bilabial","TrainingItems",0,3,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"M",19,59.8974933131,NA,"American English","VSH_Exp2","2016_Mar_01_1335",NA
"Recordings/viza.wav","yes","v","z","i","no","a","viza","Training","bilabial","TrainingItems",0,4,4,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"M",19,59.8974933131,NA,"American English","VSH_Exp2","2016_Mar_01_1335",NA
"Recordings/bibi.wav","yes","b","b","i","yes","i","bibi","Training","bilabial","TrainingItems",0,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"M",19,59.8974933131,NA,"American English","VSH_Exp2","2016_Mar_01_1335",NA
"Recordings/zava.wav","yes","z","v","a","no","a","zava","Training","alveolar","TrainingItems",0,6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"M",19,59.8974933131,NA,"American English","VSH_Exp2","2016_Mar_01_1335",NA
"Recordings/tata.wav","no","t","t","a","yes","a","tata","Training","alveolar","TrainingItems",0,7,7,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"M",19,59.8974933131,NA,"American English","VSH_Exp2","2016_Mar_01_1335",NA
"Recordings/papa.wav","no","p","p","a","yes","a","papa","Training","bilabial","TrainingItems",0,8,8,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"M",19,59.8974933131,NA,"American English","VSH_Exp2","2016_Mar_01_1335",NA
