"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",3.23665904999,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/fasu.wav","no","f","s","a","no","u","fasu","Training","bilabial","TrainingItems",0,0,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/bubi.wav","yes","b","b","u","yes","i","bubi","Training","bilabial","TrainingItems",0,1,1,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/sasa.wav","no","s","s","a","no","a","sasa","Training","alveolar","TrainingItems",0,2,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/tipi.wav","no","t","p","i","yes","i","tipi","Training","alveolar","TrainingItems",0,3,3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/fasa.wav","no","f","s","a","no","a","fasa","Training","bilabial","TrainingItems",0,4,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/daba.wav","yes","d","b","a","yes","a","daba","Training","alveolar","TrainingItems",0,5,5,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/tupu.wav","no","t","p","u","yes","u","tupu","Training","alveolar","TrainingItems",0,6,6,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/dubi.wav","yes","d","b","u","yes","i","dubi","Training","alveolar","TrainingItems",0,7,7,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/fusa.wav","no","f","s","u","no","a","fusa","Training","bilabial","TrainingItems",0,8,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/fusi.wav","no","f","s","u","no","i","fusi","Training","bilabial","TrainingItems",0,9,9,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/bibi.wav","yes","b","b","i","yes","i","bibi","Training","bilabial","TrainingItems",0,10,10,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/fifu.wav","no","f","f","i","no","u","fifu","Training","bilabial","TrainingItems",0,11,11,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/tutu.wav","no","t","t","u","yes","u","tutu","Training","alveolar","TrainingItems",0,12,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/fasi.wav","no","f","s","a","no","i","fasi","Training","bilabial","TrainingItems",0,13,13,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/dubu.wav","yes","d","b","u","yes","u","dubu","Training","alveolar","TrainingItems",0,14,14,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/puta.wav","no","p","t","u","yes","a","puta","Training","bilabial","TrainingItems",0,15,15,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/vavi.wav","yes","v","v","a","no","i","vavi","Training","bilabial","TrainingItems",0,16,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/pata.wav","no","p","t","a","yes","a","pata","Training","bilabial","TrainingItems",0,17,17,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/badu.wav","yes","b","d","a","yes","u","badu","Training","bilabial","TrainingItems",0,18,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
"Recordings/bida.wav","yes","b","d","i","yes","a","bida","Training","bilabial","TrainingItems",0,19,19,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"M",19,60.0279652224,"Spanish, Hebrew, French","American English","VSH_Exp2","2016_Mar_24_1519",NA
