"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",5.30690383911,NA,NA,NA,NA,130,"M",20,59.9218814736,"None","American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/sufi.wav","no","s","f","u","no","i","sufi","Training","alveolar","TrainingItems",0,0,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,"M",20,59.9218814736,"None","American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/zizu.wav","yes","z","z","i","no","u","zizu","Training","alveolar","TrainingItems",0,1,1,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,"M",20,59.9218814736,"None","American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/pupi.wav","no","p","p","u","yes","i","pupi","Training","bilabial","TrainingItems",0,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,"M",20,59.9218814736,"None","American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/dudi.wav","yes","d","d","u","yes","i","dudi","Training","alveolar","TrainingItems",0,3,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,"M",20,59.9218814736,"None","American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/diba.wav","yes","d","b","i","yes","a","diba","Training","alveolar","TrainingItems",0,4,4,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,"M",20,59.9218814736,"None","American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/bada.wav","yes","b","d","a","yes","a","bada","Training","bilabial","TrainingItems",0,5,5,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,"M",20,59.9218814736,"None","American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/fifu.wav","no","f","f","i","no","u","fifu","Training","bilabial","TrainingItems",0,6,6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,"M",20,59.9218814736,"None","American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/fufu.wav","no","f","f","u","no","u","fufu","Training","bilabial","TrainingItems",0,7,7,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,"M",20,59.9218814736,"None","American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/vava.wav","yes","v","v","a","no","a","vava","Training","bilabial","TrainingItems",0,8,8,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,"M",20,59.9218814736,"None","American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/viva.wav","yes","v","v","i","no","a","viva","Training","bilabial","TrainingItems",0,9,9,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,"M",20,59.9218814736,"None","American English","VSH_Exp2","2016_Mar_24_1518",NA
